Mon_Year,Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
Apr-2016,4/13/2016,4,0,0,3,1
Apr-2016,4/14/2016,2,0,0,2,0
Apr-2016,4/14/2016,1,1,0,0,0
Apr-2016,4/14/2016,0,0,0,0,0
Apr-2016,4/14/2016,3,0,0,1,2
Apr-2016,4/14/2016,3,0,0,1,2
Apr-2016,4/14/2016,9,0,0,4,5
Apr-2016,4/14/2016,29,1,2,9,17
Apr-2016,4/14/2016,86,9,4,19,54
Apr-2016,4/14/2016,87,0,13,23,51
Apr-2016,4/14/2016,72,0,14,25,33
Apr-2016,4/14/2016,46,0,9,12,25
Apr-2016,4/14/2016,77,17,17,22,21
Apr-2016,4/14/2016,73,0,19,28,26
Apr-2016,4/14/2016,56,0,14,26,16
Apr-2016,4/14/2016,111,19,10,39,43
Apr-2016,4/14/2016,87,9,8,44,26
Apr-2016,4/14/2016,120,10,18,60,32
Apr-2016,4/14/2016,223,20,16,123,64
Apr-2016,4/14/2016,135,0,10,72,53
Apr-2016,4/14/2016,100,9,13,45,33
Apr-2016,4/14/2016,25,7,4,5,9
Apr-2016,4/14/2016,10,1,1,5,3
Apr-2016,4/14/2016,7,0,0,7,0
Apr-2016,4/14/2016,0,0,0,0,0
Apr-2016,4/15/2016,3,1,0,1,1
Apr-2016,4/15/2016,1,0,0,1,0
Apr-2016,4/15/2016,0,0,0,0,0
Apr-2016,4/15/2016,0,0,0,0,0
Apr-2016,4/15/2016,1,0,0,1,0
Apr-2016,4/15/2016,15,0,1,6,8
Apr-2016,4/15/2016,42,3,1,8,30
Apr-2016,4/15/2016,99,11,12,24,52
Apr-2016,4/15/2016,93,11,5,20,57
Apr-2016,4/15/2016,81,15,16,19,31
Apr-2016,4/15/2016,62,8,9,19,26
Apr-2016,4/15/2016,70,9,10,25,26
Apr-2016,4/15/2016,82,14,11,36,21
Apr-2016,4/15/2016,62,0,6,20,36
Apr-2016,4/15/2016,77,5,11,34,27
Apr-2016,4/15/2016,85,10,14,37,24
Apr-2016,4/15/2016,133,14,24,61,34
Apr-2016,4/15/2016,132,0,14,81,37
Apr-2016,4/15/2016,110,0,7,56,47
Apr-2016,4/15/2016,55,0,10,28,17
Apr-2016,4/15/2016,15,5,2,6,2
Apr-2016,4/15/2016,13,2,3,6,2
Apr-2016,4/15/2016,6,1,1,4,0
Apr-2016,4/15/2016,5,0,0,5,0
Apr-2016,4/16/2016,7,2,2,2,1
Apr-2016,4/16/2016,0,0,0,0,0
Apr-2016,4/16/2016,0,0,0,0,0
Apr-2016,4/16/2016,0,0,0,0,0
Apr-2016,4/16/2016,1,0,0,1,0
Apr-2016,4/16/2016,2,0,0,1,1
Apr-2016,4/16/2016,18,0,5,7,6
Apr-2016,4/16/2016,66,10,14,28,14
Apr-2016,4/16/2016,140,0,28,72,40
Apr-2016,4/16/2016,203,21,21,106,55
Apr-2016,4/16/2016,265,36,31,122,76
Apr-2016,4/16/2016,321,26,34,159,102
Apr-2016,4/16/2016,304,30,23,126,125
Apr-2016,4/16/2016,344,25,23,181,115
Apr-2016,4/16/2016,319,30,20,125,144
Apr-2016,4/16/2016,293,22,22,117,132
Apr-2016,4/16/2016,307,32,26,115,134
Apr-2016,4/16/2016,249,25,18,79,127
Apr-2016,4/16/2016,159,19,12,53,75
Apr-2016,4/16/2016,101,12,12,32,45
Apr-2016,4/16/2016,29,0,1,7,21
Apr-2016,4/16/2016,11,2,1,7,1
Apr-2016,4/16/2016,8,1,1,3,3
Apr-2016,4/16/2016,1,0,0,0,1
Apr-2016,4/17/2016,1,0,0,0,1
Apr-2016,4/17/2016,0,0,0,0,0
Apr-2016,4/17/2016,0,0,0,0,0
Apr-2016,4/17/2016,0,0,0,0,0
Apr-2016,4/17/2016,0,0,0,0,0
Apr-2016,4/17/2016,0,0,0,0,0
Apr-2016,4/17/2016,18,0,2,7,9
Apr-2016,4/17/2016,64,14,13,22,15
Apr-2016,4/17/2016,156,23,28,61,44
Apr-2016,4/17/2016,167,30,24,64,49
Apr-2016,4/17/2016,328,34,26,154,114
Apr-2016,4/17/2016,363,29,35,171,128
Apr-2016,4/17/2016,362,0,20,185,157
Apr-2016,4/17/2016,349,30,32,144,143
Apr-2016,4/17/2016,390,36,19,188,147
Apr-2016,4/17/2016,390,39,27,138,186
Apr-2016,4/17/2016,319,36,23,93,167
Apr-2016,4/17/2016,240,24,18,96,102
Apr-2016,4/17/2016,190,18,14,57,101
Apr-2016,4/17/2016,97,12,5,39,41
Apr-2016,4/17/2016,26,2,0,10,14
Apr-2016,4/17/2016,5,1,2,0,2
Apr-2016,4/17/2016,7,2,3,1,1
Apr-2016,4/17/2016,3,1,1,0,1
Apr-2016,4/18/2016,0,0,0,0,0
Apr-2016,4/18/2016,0,0,0,0,0
Apr-2016,4/18/2016,0,0,0,0,0
Apr-2016,4/18/2016,0,0,0,0,0
Apr-2016,4/18/2016,8,1,0,0,7
Apr-2016,4/18/2016,23,0,0,3,20
Apr-2016,4/18/2016,68,7,7,7,47
Apr-2016,4/18/2016,151,20,7,34,90
Apr-2016,4/18/2016,126,13,13,25,75
Apr-2016,4/18/2016,129,15,8,54,52
Apr-2016,4/18/2016,98,17,11,32,38
Apr-2016,4/18/2016,105,9,15,34,47
Apr-2016,4/18/2016,111,0,16,48,47
Apr-2016,4/18/2016,96,11,6,43,36
Apr-2016,4/18/2016,97,0,10,52,35
Apr-2016,4/18/2016,131,12,11,77,31
Apr-2016,4/18/2016,178,1,7,103,67
Apr-2016,4/18/2016,267,2,3,134,128
Apr-2016,4/18/2016,238,9,8,135,86
Apr-2016,4/18/2016,190,27,26,60,77
Apr-2016,4/18/2016,99,17,10,32,40
Apr-2016,4/18/2016,26,3,0,12,11
Apr-2016,4/18/2016,11,0,1,5,5
Apr-2016,4/18/2016,2,0,0,1,1
Apr-2016,4/19/2016,2,0,0,2,0
Apr-2016,4/19/2016,0,0,0,0,0
Apr-2016,4/19/2016,1,0,0,1,0
Apr-2016,4/19/2016,0,0,0,0,0
Apr-2016,4/19/2016,2,0,0,0,2
Apr-2016,4/19/2016,20,0,1,4,15
Apr-2016,4/19/2016,83,11,14,7,51
Apr-2016,4/19/2016,185,14,14,47,110
Apr-2016,4/19/2016,177,14,12,44,107
Apr-2016,4/19/2016,138,13,18,46,61
Apr-2016,4/19/2016,131,15,16,43,57
Apr-2016,4/19/2016,129,17,22,41,49
Apr-2016,4/19/2016,130,27,10,52,41
Apr-2016,4/19/2016,102,10,12,42,38
Apr-2016,4/19/2016,143,10,7,73,53
Apr-2016,4/19/2016,116,12,6,55,43
Apr-2016,4/19/2016,203,4,6,119,74
Apr-2016,4/19/2016,282,9,11,152,110
Apr-2016,4/19/2016,256,17,5,139,95
Apr-2016,4/19/2016,166,11,11,59,85
Apr-2016,4/19/2016,69,5,5,21,38
Apr-2016,4/19/2016,18,1,2,5,10
Apr-2016,4/19/2016,7,2,0,4,1
Apr-2016,4/19/2016,3,1,1,1,0
Apr-2016,4/20/2016,2,0,0,2,0
Apr-2016,4/20/2016,3,0,0,2,1
Apr-2016,4/20/2016,1,0,0,0,1
Apr-2016,4/20/2016,1,0,0,1,0
Apr-2016,4/20/2016,4,0,0,2,2
Apr-2016,4/20/2016,25,2,2,4,17
Apr-2016,4/20/2016,68,5,4,13,46
Apr-2016,4/20/2016,139,10,8,29,92
Apr-2016,4/20/2016,151,15,19,33,84
Apr-2016,4/20/2016,133,15,13,37,68
Apr-2016,4/20/2016,111,20,20,44,27
Apr-2016,4/20/2016,107,10,13,38,46
Apr-2016,4/20/2016,98,16,14,35,33
Apr-2016,4/20/2016,129,31,8,44,46
Apr-2016,4/20/2016,126,11,7,51,57
Apr-2016,4/20/2016,117,8,6,62,41
Apr-2016,4/20/2016,185,4,6,104,71
Apr-2016,4/20/2016,294,8,17,157,112
Apr-2016,4/20/2016,216,12,13,108,83
Apr-2016,4/20/2016,144,0,15,68,61
Apr-2016,4/20/2016,77,11,6,25,35
Apr-2016,4/20/2016,21,0,2,10,9
Apr-2016,4/20/2016,11,0,0,5,6
Apr-2016,4/20/2016,2,0,0,1,1
Apr-2016,4/21/2016,1,0,0,1,0
Apr-2016,4/21/2016,2,0,0,2,0
Apr-2016,4/21/2016,0,0,0,0,0
Apr-2016,4/21/2016,0,0,0,0,0
Apr-2016,4/21/2016,1,0,0,0,1
Apr-2016,4/21/2016,18,4,3,2,9
Apr-2016,4/21/2016,46,0,5,12,29
Apr-2016,4/21/2016,134,0,9,31,94
Apr-2016,4/21/2016,154,11,7,37,99
Apr-2016,4/21/2016,128,13,15,45,55
Apr-2016,4/21/2016,111,14,25,34,38
Apr-2016,4/21/2016,84,16,8,27,33
Apr-2016,4/21/2016,81,0,12,34,35
Apr-2016,4/21/2016,96,18,16,25,37
Apr-2016,4/21/2016,88,10,8,31,39
Apr-2016,4/21/2016,129,11,10,73,35
Apr-2016,4/21/2016,175,16,13,94,52
Apr-2016,4/21/2016,285,14,12,168,91
Apr-2016,4/21/2016,235,23,20,113,79
Apr-2016,4/21/2016,122,9,14,50,49
Apr-2016,4/21/2016,50,9,5,15,21
Apr-2016,4/21/2016,17,0,2,8,7
Apr-2016,4/21/2016,12,1,2,5,4
Apr-2016,4/21/2016,4,1,0,2,1
Apr-2016,4/22/2016,1,0,0,1,0
Apr-2016,4/22/2016,0,0,0,0,0
Apr-2016,4/22/2016,0,0,0,0,0
Apr-2016,4/22/2016,1,0,0,0,1
Apr-2016,4/22/2016,4,1,1,0,2
Apr-2016,4/22/2016,14,0,1,2,11
Apr-2016,4/22/2016,38,1,6,9,22
Apr-2016,4/22/2016,127,22,10,24,71
Apr-2016,4/22/2016,109,16,17,26,50
Apr-2016,4/22/2016,85,10,11,25,39
Apr-2016,4/22/2016,70,0,12,29,29
Apr-2016,4/22/2016,100,25,20,27,28
Apr-2016,4/22/2016,49,11,7,19,12
Apr-2016,4/22/2016,51,3,6,20,22
Apr-2016,4/22/2016,53,12,10,13,18
Apr-2016,4/22/2016,48,8,7,23,10
Apr-2016,4/22/2016,65,0,12,39,14
Apr-2016,4/22/2016,97,10,9,65,13
Apr-2016,4/22/2016,91,10,15,42,24
Apr-2016,4/22/2016,44,9,8,16,11
Apr-2016,4/22/2016,12,3,2,6,1
Apr-2016,4/22/2016,9,1,1,4,3
Apr-2016,4/22/2016,5,1,1,2,1
Apr-2016,4/22/2016,5,0,0,3,2
Apr-2016,4/23/2016,0,0,0,0,0
Apr-2016,4/23/2016,0,0,0,0,0
Apr-2016,4/23/2016,0,0,0,0,0
Apr-2016,4/23/2016,0,0,0,0,0
Apr-2016,4/23/2016,1,0,0,0,1
Apr-2016,4/23/2016,2,0,1,1,0
Apr-2016,4/23/2016,18,1,2,9,6
Apr-2016,4/23/2016,60,0,14,27,19
Apr-2016,4/23/2016,145,19,25,64,37
Apr-2016,4/23/2016,154,0,31,70,53
Apr-2016,4/23/2016,236,0,34,113,89
Apr-2016,4/23/2016,275,31,44,116,84
Apr-2016,4/23/2016,267,27,28,102,110
Apr-2016,4/23/2016,224,30,21,92,81
Apr-2016,4/23/2016,264,31,31,91,111
Apr-2016,4/23/2016,255,25,22,116,92
Apr-2016,4/23/2016,184,21,23,58,82
Apr-2016,4/23/2016,136,33,17,34,52
Apr-2016,4/23/2016,73,11,9,22,31
Apr-2016,4/23/2016,40,7,5,10,18
Apr-2016,4/23/2016,20,4,2,3,11
Apr-2016,4/23/2016,10,2,1,3,4
Apr-2016,4/23/2016,0,0,0,0,0
Apr-2016,4/23/2016,3,1,1,0,1
Apr-2016,4/24/2016,3,1,1,1,0
Apr-2016,4/24/2016,1,0,0,1,0
Apr-2016,4/24/2016,1,0,0,1,0
Apr-2016,4/24/2016,0,0,0,0,0
Apr-2016,4/24/2016,1,0,0,0,1
Apr-2016,4/24/2016,0,0,0,0,0
Apr-2016,4/24/2016,13,3,6,3,1
Apr-2016,4/24/2016,48,8,8,26,6
Apr-2016,4/24/2016,63,0,14,20,29
Apr-2016,4/24/2016,28,6,3,9,10
Apr-2016,4/24/2016,31,8,8,9,6
Apr-2016,4/24/2016,48,11,10,18,9
Apr-2016,4/24/2016,37,10,13,9,5
Apr-2016,4/24/2016,45,16,14,7,8
Apr-2016,4/24/2016,69,22,15,13,19
Apr-2016,4/24/2016,63,10,13,21,19
Apr-2016,4/24/2016,92,18,22,26,26
Apr-2016,4/24/2016,57,16,8,9,24
Apr-2016,4/24/2016,33,7,8,5,13
Apr-2016,4/24/2016,28,12,10,2,4
Apr-2016,4/24/2016,11,5,2,2,2
Apr-2016,4/24/2016,1,0,1,0,0
Apr-2016,4/24/2016,6,3,3,0,0
Apr-2016,4/24/2016,0,0,0,0,0
Apr-2016,4/25/2016,0,0,0,0,0
Apr-2016,4/25/2016,0,0,0,0,0
Apr-2016,4/25/2016,0,0,0,0,0
Apr-2016,4/25/2016,0,0,0,0,0
Apr-2016,4/25/2016,4,0,0,0,4
Apr-2016,4/25/2016,14,0,2,2,10
Apr-2016,4/25/2016,39,6,6,8,19
Apr-2016,4/25/2016,71,12,8,12,39
Apr-2016,4/25/2016,70,0,6,14,50
Apr-2016,4/25/2016,46,4,7,14,21
Apr-2016,4/25/2016,62,14,9,22,17
Apr-2016,4/25/2016,50,10,10,11,19
Apr-2016,4/25/2016,106,44,36,11,15
Apr-2016,4/25/2016,88,27,20,26,15
Apr-2016,4/25/2016,74,16,10,22,26
Apr-2016,4/25/2016,90,16,13,37,24
Apr-2016,4/25/2016,145,20,21,63,41
Apr-2016,4/25/2016,222,21,27,113,61
Apr-2016,4/25/2016,166,23,21,83,39
Apr-2016,4/25/2016,103,22,15,30,36
Apr-2016,4/25/2016,26,0,7,5,14
Apr-2016,4/25/2016,11,3,1,4,3
Apr-2016,4/25/2016,1,0,0,1,0
Apr-2016,4/25/2016,2,0,1,1,0
Apr-2016,4/26/2016,2,1,0,1,0
Apr-2016,4/26/2016,1,0,0,1,0
Apr-2016,4/26/2016,1,0,0,1,0
Apr-2016,4/26/2016,0,0,0,0,0
Apr-2016,4/26/2016,6,0,0,1,5
Apr-2016,4/26/2016,25,2,3,4,16
Apr-2016,4/26/2016,54,0,8,10,36
Apr-2016,4/26/2016,66,0,4,13,49
Apr-2016,4/26/2016,144,17,14,37,76
Apr-2016,4/26/2016,100,17,15,29,39
Apr-2016,4/26/2016,89,15,11,29,34
Apr-2016,4/26/2016,95,18,20,26,31
Apr-2016,4/26/2016,90,16,15,34,25
Apr-2016,4/26/2016,68,10,10,15,33
Apr-2016,4/26/2016,86,11,11,33,31
Apr-2016,4/26/2016,98,5,11,55,27
Apr-2016,4/26/2016,204,19,25,107,53
Apr-2016,4/26/2016,266,29,29,143,65
Apr-2016,4/26/2016,212,28,14,110,60
Apr-2016,4/26/2016,102,7,9,46,40
Apr-2016,4/26/2016,52,7,4,26,15
Apr-2016,4/26/2016,23,2,3,5,13
Apr-2016,4/26/2016,10,2,0,5,3
Apr-2016,4/26/2016,3,0,0,3,0
Apr-2016,4/27/2016,2,0,0,2,0
Apr-2016,4/27/2016,3,0,0,2,1
Apr-2016,4/27/2016,1,0,0,1,0
Apr-2016,4/27/2016,2,0,0,0,2
Apr-2016,4/27/2016,2,0,0,0,2
Apr-2016,4/27/2016,18,0,3,1,14
Apr-2016,4/27/2016,66,6,8,10,42
Apr-2016,4/27/2016,128,15,7,22,84
Apr-2016,4/27/2016,147,16,17,29,85
Apr-2016,4/27/2016,82,6,15,20,41
Apr-2016,4/27/2016,72,14,11,20,27
Apr-2016,4/27/2016,64,10,13,18,23
Apr-2016,4/27/2016,60,14,11,24,11
Apr-2016,4/27/2016,57,9,8,22,18
Apr-2016,4/27/2016,71,10,12,28,21
Apr-2016,4/27/2016,85,6,5,42,32
Apr-2016,4/27/2016,184,23,22,93,46
Apr-2016,4/27/2016,216,14,26,124,52
Apr-2016,4/27/2016,158,24,22,73,39
Apr-2016,4/27/2016,90,7,12,41,30
Apr-2016,4/27/2016,35,4,2,21,8
Apr-2016,4/27/2016,9,0,1,4,4
Apr-2016,4/27/2016,12,1,1,5,5
Apr-2016,4/27/2016,6,0,0,5,1
Apr-2016,4/28/2016,3,0,0,3,0
Apr-2016,4/28/2016,0,0,0,0,0
Apr-2016,4/28/2016,0,0,0,0,0
Apr-2016,4/28/2016,0,0,0,0,0
Apr-2016,4/28/2016,2,0,0,0,2
Apr-2016,4/28/2016,14,0,3,2,9
Apr-2016,4/28/2016,57,5,6,8,38
Apr-2016,4/28/2016,138,18,9,36,75
Apr-2016,4/28/2016,132,12,13,40,67
Apr-2016,4/28/2016,92,11,10,30,41
Apr-2016,4/28/2016,75,12,11,29,23
Apr-2016,4/28/2016,72,8,12,25,27
Apr-2016,4/28/2016,93,29,18,23,23
Apr-2016,4/28/2016,71,0,9,28,34
Apr-2016,4/28/2016,95,11,8,45,31
Apr-2016,4/28/2016,121,19,16,51,35
Apr-2016,4/28/2016,167,17,24,90,36
Apr-2016,4/28/2016,271,24,22,150,75
Apr-2016,4/28/2016,148,0,17,93,38
Apr-2016,4/28/2016,113,22,23,36,32
Apr-2016,4/28/2016,31,2,2,14,13
Apr-2016,4/28/2016,16,2,1,6,7
Apr-2016,4/28/2016,5,0,2,3,0
Apr-2016,4/28/2016,2,0,0,2,0
Apr-2016,4/29/2016,5,0,0,4,1
Apr-2016,4/29/2016,1,0,0,1,0
Apr-2016,4/29/2016,0,0,0,0,0
Apr-2016,4/29/2016,0,0,0,0,0
Apr-2016,4/29/2016,2,0,0,1,1
Apr-2016,4/29/2016,11,0,1,3,7
Apr-2016,4/29/2016,34,2,2,8,22
Apr-2016,4/29/2016,75,11,11,12,41
Apr-2016,4/29/2016,70,15,4,11,40
Apr-2016,4/29/2016,49,0,15,13,21
Apr-2016,4/29/2016,32,8,9,4,11
Apr-2016,4/29/2016,19,0,7,9,3
Apr-2016,4/29/2016,40,0,8,18,14
Apr-2016,4/29/2016,49,0,11,20,18
Apr-2016,4/29/2016,50,8,9,17,16
Apr-2016,4/29/2016,89,14,16,35,24
Apr-2016,4/29/2016,101,8,18,54,21
Apr-2016,4/29/2016,142,19,19,74,30
Apr-2016,4/29/2016,103,14,13,48,28
Apr-2016,4/29/2016,74,9,16,33,16
Apr-2016,4/29/2016,27,9,4,8,6
Apr-2016,4/29/2016,12,3,0,6,3
Apr-2016,4/29/2016,9,0,0,3,6
Apr-2016,4/29/2016,3,0,0,3,0
Apr-2016,4/30/2016,8,3,3,2,0
Apr-2016,4/30/2016,0,0,0,0,0
Apr-2016,4/30/2016,0,0,0,0,0
Apr-2016,4/30/2016,0,0,0,0,0
Apr-2016,4/30/2016,0,0,0,0,0
Apr-2016,4/30/2016,7,2,3,0,2
Apr-2016,4/30/2016,26,3,5,9,9
Apr-2016,4/30/2016,73,9,10,30,24
Apr-2016,4/30/2016,171,20,20,76,55
Apr-2016,4/30/2016,223,42,40,92,49
Apr-2016,4/30/2016,312,41,41,142,88
Apr-2016,4/30/2016,327,45,30,150,102
Apr-2016,4/30/2016,289,0,22,163,104
Apr-2016,4/30/2016,302,30,28,137,107
Apr-2016,4/30/2016,252,0,22,115,115
Apr-2016,4/30/2016,299,26,14,121,138
Apr-2016,4/30/2016,280,19,25,117,119
Apr-2016,4/30/2016,264,37,17,72,138
Apr-2016,4/30/2016,176,18,14,57,87
Apr-2016,4/30/2016,90,7,7,38,38
Apr-2016,4/30/2016,53,10,6,18,19
Apr-2016,4/30/2016,10,3,1,1,5
Apr-2016,4/30/2016,5,0,0,3,2
Apr-2016,4/30/2016,2,0,0,2,0
May-2016,5/1/2016,4,0,0,4,0
May-2016,5/1/2016,1,0,0,1,0
May-2016,5/1/2016,3,0,1,0,2
May-2016,5/1/2016,1,0,0,1,0
May-2016,5/1/2016,0,0,0,0,0
May-2016,5/1/2016,3,1,0,2,0
May-2016,5/1/2016,19,1,4,9,5
May-2016,5/1/2016,78,0,10,50,18
May-2016,5/1/2016,95,0,16,52,27
May-2016,5/1/2016,267,32,36,111,88
May-2016,5/1/2016,352,40,41,158,113
May-2016,5/1/2016,372,0,26,204,142
May-2016,5/1/2016,341,0,23,161,157
May-2016,5/1/2016,382,25,21,174,162
May-2016,5/1/2016,356,32,13,134,177
May-2016,5/1/2016,372,35,26,135,176
May-2016,5/1/2016,304,0,37,133,134
May-2016,5/1/2016,272,33,26,100,113
May-2016,5/1/2016,185,26,15,64,80
May-2016,5/1/2016,111,15,12,37,47
May-2016,5/1/2016,33,0,4,10,19
May-2016,5/1/2016,11,1,2,4,4
May-2016,5/1/2016,10,2,0,7,1
May-2016,5/1/2016,1,0,0,1,0
May-2016,5/2/2016,0,0,0,0,0
May-2016,5/2/2016,0,0,0,0,0
May-2016,5/2/2016,0,0,0,0,0
May-2016,5/2/2016,0,0,0,0,0
May-2016,5/2/2016,2,0,1,0,1
May-2016,5/2/2016,27,0,1,6,20
May-2016,5/2/2016,98,8,11,12,67
May-2016,5/2/2016,173,14,7,33,119
May-2016,5/2/2016,191,16,15,33,127
May-2016,5/2/2016,145,15,11,52,67
May-2016,5/2/2016,104,11,11,40,42
May-2016,5/2/2016,127,15,14,59,39
May-2016,5/2/2016,118,15,8,38,57
May-2016,5/2/2016,118,10,8,53,47
May-2016,5/2/2016,118,11,10,56,41
May-2016,5/2/2016,165,11,14,94,46
May-2016,5/2/2016,190,7,5,105,73
May-2016,5/2/2016,334,14,13,192,115
May-2016,5/2/2016,308,7,6,148,147
May-2016,5/2/2016,180,18,10,70,82
May-2016,5/2/2016,79,15,7,30,27
May-2016,5/2/2016,32,3,0,10,19
May-2016,5/2/2016,10,1,1,4,4
May-2016,5/2/2016,9,2,2,1,4
May-2016,5/3/2016,5,1,1,2,1
May-2016,5/3/2016,1,0,0,1,0
May-2016,5/3/2016,0,0,0,0,0
May-2016,5/3/2016,2,0,0,1,1
May-2016,5/3/2016,2,0,0,1,1
May-2016,5/3/2016,27,2,4,3,18
May-2016,5/3/2016,90,10,6,21,53
May-2016,5/3/2016,189,13,6,52,118
May-2016,5/3/2016,179,24,19,31,105
May-2016,5/3/2016,97,0,12,32,53
May-2016,5/3/2016,89,11,11,33,34
May-2016,5/3/2016,98,20,28,21,29
May-2016,5/3/2016,111,23,23,37,28
May-2016,5/3/2016,72,13,8,25,26
May-2016,5/3/2016,89,7,6,39,37
May-2016,5/3/2016,111,8,9,53,41
May-2016,5/3/2016,183,10,11,106,56
May-2016,5/3/2016,323,12,31,200,80
May-2016,5/3/2016,247,35,24,114,74
May-2016,5/3/2016,126,12,7,63,44
May-2016,5/3/2016,48,6,2,25,15
May-2016,5/3/2016,15,1,0,3,11
May-2016,5/3/2016,5,1,0,1,3
May-2016,5/3/2016,2,0,0,2,0
May-2016,5/4/2016,2,0,0,2,0
May-2016,5/4/2016,2,0,1,0,1
May-2016,5/4/2016,2,0,0,1,1
May-2016,5/4/2016,0,0,0,0,0
May-2016,5/4/2016,3,0,0,0,3
May-2016,5/4/2016,21,1,3,1,16
May-2016,5/4/2016,73,10,9,9,45
May-2016,5/4/2016,120,15,8,22,75
May-2016,5/4/2016,124,14,8,23,79
May-2016,5/4/2016,80,14,9,24,33
May-2016,5/4/2016,51,8,7,14,22
May-2016,5/4/2016,50,10,8,18,14
May-2016,5/4/2016,46,4,10,17,15
May-2016,5/4/2016,48,9,5,14,20
May-2016,5/4/2016,63,9,12,28,14
May-2016,5/4/2016,59,9,6,26,18
May-2016,5/4/2016,103,5,14,69,15
May-2016,5/4/2016,210,21,24,123,42
May-2016,5/4/2016,173,17,23,94,39
May-2016,5/4/2016,104,11,8,40,45
May-2016,5/4/2016,36,8,4,16,8
May-2016,5/4/2016,14,0,1,6,7
May-2016,5/4/2016,9,1,1,7,0
May-2016,5/4/2016,5,0,1,1,3
May-2016,5/5/2016,3,1,0,2,0
May-2016,5/5/2016,1,0,0,1,0
May-2016,5/5/2016,0,0,0,0,0
May-2016,5/5/2016,1,0,1,0,0
May-2016,5/5/2016,4,0,0,3,1
May-2016,5/5/2016,28,3,6,3,16
May-2016,5/5/2016,69,6,9,9,45
May-2016,5/5/2016,128,18,8,23,79
May-2016,5/5/2016,173,21,12,36,104
May-2016,5/5/2016,119,12,9,39,59
May-2016,5/5/2016,99,0,13,27,59
May-2016,5/5/2016,90,16,13,35,26
May-2016,5/5/2016,91,18,10,22,41
May-2016,5/5/2016,84,7,5,40,32
May-2016,5/5/2016,93,13,9,41,30
May-2016,5/5/2016,132,13,15,73,31
May-2016,5/5/2016,190,16,18,103,53
May-2016,5/5/2016,258,24,15,163,56
May-2016,5/5/2016,246,33,21,131,61
May-2016,5/5/2016,181,17,26,84,54
May-2016,5/5/2016,69,8,3,28,30
May-2016,5/5/2016,21,2,3,6,10
May-2016,5/5/2016,4,0,0,2,2
May-2016,5/5/2016,4,0,0,3,1
May-2016,5/6/2016,6,0,0,2,4
May-2016,5/6/2016,2,0,0,0,2
May-2016,5/6/2016,0,0,0,0,0
May-2016,5/6/2016,0,0,0,0,0
May-2016,5/6/2016,0,0,0,0,0
May-2016,5/6/2016,23,0,1,4,18
May-2016,5/6/2016,81,9,10,10,52
May-2016,5/6/2016,172,19,16,34,103
May-2016,5/6/2016,160,18,13,38,91
May-2016,5/6/2016,122,16,8,41,57
May-2016,5/6/2016,129,12,15,49,53
May-2016,5/6/2016,108,15,9,38,46
May-2016,5/6/2016,116,19,14,43,40
May-2016,5/6/2016,120,17,15,44,44
May-2016,5/6/2016,115,13,11,46,45
May-2016,5/6/2016,148,14,8,81,45
May-2016,5/6/2016,225,18,21,130,56
May-2016,5/6/2016,264,17,18,155,74
May-2016,5/6/2016,210,19,8,119,64
May-2016,5/6/2016,142,24,17,61,40
May-2016,5/6/2016,83,10,8,29,36
May-2016,5/6/2016,25,0,0,13,12
May-2016,5/6/2016,4,1,1,0,2
May-2016,5/6/2016,5,1,0,1,3
May-2016,5/7/2016,5,0,0,2,3
May-2016,5/7/2016,0,0,0,0,0
May-2016,5/7/2016,1,0,0,0,1
May-2016,5/7/2016,1,0,0,0,1
May-2016,5/7/2016,0,0,0,0,0
May-2016,5/7/2016,7,0,3,3,1
May-2016,5/7/2016,32,2,5,15,10
May-2016,5/7/2016,138,21,23,54,40
May-2016,5/7/2016,235,20,32,123,60
May-2016,5/7/2016,352,35,42,120,155
May-2016,5/7/2016,415,33,28,199,155
May-2016,5/7/2016,462,56,34,193,179
May-2016,5/7/2016,457,42,27,213,175
May-2016,5/7/2016,439,17,18,231,173
May-2016,5/7/2016,402,24,18,216,144
May-2016,5/7/2016,404,37,11,167,189
May-2016,5/7/2016,354,38,21,134,161
May-2016,5/7/2016,231,24,15,90,102
May-2016,5/7/2016,179,17,15,65,82
May-2016,5/7/2016,123,8,8,39,68
May-2016,5/7/2016,77,10,7,15,45
May-2016,5/7/2016,48,4,1,18,25
May-2016,5/7/2016,17,3,3,2,9
May-2016,5/7/2016,3,1,0,0,2
May-2016,5/8/2016,3,0,0,3,0
May-2016,5/8/2016,0,0,0,0,0
May-2016,5/8/2016,1,1,0,0,0
May-2016,5/8/2016,0,0,0,0,0
May-2016,5/8/2016,1,0,0,1,0
May-2016,5/8/2016,2,0,0,0,2
May-2016,5/8/2016,3,0,0,1,2
May-2016,5/8/2016,23,3,7,8,5
May-2016,5/8/2016,58,13,13,25,7
May-2016,5/8/2016,41,8,8,10,15
May-2016,5/8/2016,86,12,9,37,28
May-2016,5/8/2016,130,12,14,69,35
May-2016,5/8/2016,154,15,20,76,43
May-2016,5/8/2016,154,21,18,58,57
May-2016,5/8/2016,200,28,25,83,64
May-2016,5/8/2016,211,24,18,78,91
May-2016,5/8/2016,191,28,20,61,82
May-2016,5/8/2016,133,26,23,35,49
May-2016,5/8/2016,93,15,6,35,37
May-2016,5/8/2016,48,5,8,13,22
