Mon_Year,Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
Mar-2016,3/20/2016,24,6,8,4,6
Mar-2016,3/20/2016,25,10,7,2,6
Mar-2016,3/20/2016,13,2,5,3,3
Mar-2016,3/20/2016,2,1,0,1,0
Mar-2016,3/20/2016,1,0,1,0,0
Mar-2016,3/20/2016,4,2,2,0,0
Mar-2016,3/21/2016,3,1,0,2,0
Mar-2016,3/21/2016,0,0,0,0,0
Mar-2016,3/21/2016,1,0,0,1,0
Mar-2016,3/21/2016,0,0,0,0,0
Mar-2016,3/21/2016,4,0,0,0,4
Mar-2016,3/21/2016,10,0,0,0,10
Mar-2016,3/21/2016,22,6,3,4,9
Mar-2016,3/21/2016,54,9,10,8,27
Mar-2016,3/21/2016,69,14,6,10,39
Mar-2016,3/21/2016,55,12,8,11,24
Mar-2016,3/21/2016,31,8,4,9,10
Mar-2016,3/21/2016,45,14,11,8,12
Mar-2016,3/21/2016,45,15,18,3,9
Mar-2016,3/21/2016,18,0,7,6,5
Mar-2016,3/21/2016,31,4,9,10,8
Mar-2016,3/21/2016,31,5,5,16,5
Mar-2016,3/21/2016,60,11,16,27,6
Mar-2016,3/21/2016,108,14,18,59,17
Mar-2016,3/21/2016,84,18,16,39,11
Mar-2016,3/21/2016,24,8,6,7,3
Mar-2016,3/21/2016,5,0,1,2,2
Mar-2016,3/21/2016,8,1,0,4,3
Mar-2016,3/21/2016,1,0,1,0,0
Mar-2016,3/21/2016,2,1,1,0,0
Mar-2016,3/22/2016,1,0,0,0,1
Mar-2016,3/22/2016,0,0,0,0,0
Mar-2016,3/22/2016,0,0,0,0,0
Mar-2016,3/22/2016,1,0,0,0,1
Mar-2016,3/22/2016,6,0,1,0,5
Mar-2016,3/22/2016,11,1,1,2,7
Mar-2016,3/22/2016,27,4,1,4,18
Mar-2016,3/22/2016,74,13,11,11,39
Mar-2016,3/22/2016,97,11,13,22,51
Mar-2016,3/22/2016,53,0,17,12,24
Mar-2016,3/22/2016,50,15,14,10,11
Mar-2016,3/22/2016,45,10,18,10,7
Mar-2016,3/22/2016,62,18,12,16,16
Mar-2016,3/22/2016,83,14,18,24,27
Mar-2016,3/22/2016,66,0,11,28,27
Mar-2016,3/22/2016,70,10,13,23,24
Mar-2016,3/22/2016,125,17,14,59,35
Mar-2016,3/22/2016,182,23,28,93,38
Mar-2016,3/22/2016,143,26,25,55,37
Mar-2016,3/22/2016,45,0,14,22,9
Mar-2016,3/22/2016,18,3,4,7,4
Mar-2016,3/22/2016,5,1,0,2,2
Mar-2016,3/22/2016,5,1,0,2,2
Mar-2016,3/22/2016,3,0,1,1,1
Mar-2016,3/23/2016,2,0,1,1,0
Mar-2016,3/23/2016,1,0,0,1,0
Mar-2016,3/23/2016,1,0,0,1,0
Mar-2016,3/23/2016,0,0,0,0,0
Mar-2016,3/23/2016,4,0,0,0,4
Mar-2016,3/23/2016,12,1,2,0,9
Mar-2016,3/23/2016,36,3,4,8,21
Mar-2016,3/23/2016,84,8,5,21,50
Mar-2016,3/23/2016,92,11,12,17,52
Mar-2016,3/23/2016,49,0,6,18,25
Mar-2016,3/23/2016,44,0,11,12,21
Mar-2016,3/23/2016,52,11,11,13,17
Mar-2016,3/23/2016,31,8,9,9,5
Mar-2016,3/23/2016,38,10,7,11,10
Mar-2016,3/23/2016,40,0,8,14,18
Mar-2016,3/23/2016,46,9,9,18,10
Mar-2016,3/23/2016,84,11,20,37,16
Mar-2016,3/23/2016,118,0,24,68,26
Mar-2016,3/23/2016,87,13,13,47,14
Mar-2016,3/23/2016,36,0,10,18,8
Mar-2016,3/23/2016,13,4,2,7,0
Mar-2016,3/23/2016,1,0,0,1,0
Mar-2016,3/23/2016,6,2,1,3,0
Mar-2016,3/23/2016,0,0,0,0,0
Mar-2016,3/24/2016,1,0,0,1,0
Mar-2016,3/24/2016,0,0,0,0,0
Mar-2016,3/24/2016,0,0,0,0,0
Mar-2016,3/24/2016,0,0,0,0,0
Mar-2016,3/24/2016,4,0,1,1,2
Mar-2016,3/24/2016,11,2,1,0,8
Mar-2016,3/24/2016,35,3,1,7,24
Mar-2016,3/24/2016,60,0,9,10,41
Mar-2016,3/24/2016,84,8,10,24,42
Mar-2016,3/24/2016,73,10,12,22,29
Mar-2016,3/24/2016,50,7,10,19,14
Mar-2016,3/24/2016,52,13,11,12,16
Mar-2016,3/24/2016,70,14,11,23,22
Mar-2016,3/24/2016,53,0,10,22,21
Mar-2016,3/24/2016,67,10,14,19,24
Mar-2016,3/24/2016,78,15,9,26,28
Mar-2016,3/24/2016,89,15,16,46,12
Mar-2016,3/24/2016,162,20,24,82,36
Mar-2016,3/24/2016,107,0,21,57,29
Mar-2016,3/24/2016,55,5,9,20,21
Mar-2016,3/24/2016,14,1,5,5,3
Mar-2016,3/24/2016,3,2,1,0,0
Mar-2016,3/24/2016,2,0,0,2,0
Mar-2016,3/24/2016,3,1,0,2,0
Mar-2016,3/25/2016,4,0,0,2,2
Mar-2016,3/25/2016,3,1,1,0,1
Mar-2016,3/25/2016,1,0,0,1,0
Mar-2016,3/25/2016,2,1,1,0,0
Mar-2016,3/25/2016,5,0,1,0,4
Mar-2016,3/25/2016,12,3,5,1,3
Mar-2016,3/25/2016,33,4,3,5,21
Mar-2016,3/25/2016,71,14,7,16,34
Mar-2016,3/25/2016,75,10,8,12,45
Mar-2016,3/25/2016,70,7,13,24,26
Mar-2016,3/25/2016,75,15,9,25,26
Mar-2016,3/25/2016,69,11,13,22,23
Mar-2016,3/25/2016,99,20,14,32,33
Mar-2016,3/25/2016,91,19,15,29,28
Mar-2016,3/25/2016,105,14,14,39,38
Mar-2016,3/25/2016,129,14,12,62,41
Mar-2016,3/25/2016,132,14,16,64,38
Mar-2016,3/25/2016,163,15,22,85,41
Mar-2016,3/25/2016,89,6,11,46,26
Mar-2016,3/25/2016,31,0,6,20,5
Mar-2016,3/25/2016,12,3,1,5,3
Mar-2016,3/25/2016,10,1,5,3,1
Mar-2016,3/25/2016,6,0,2,4,0
Mar-2016,3/25/2016,1,0,0,1,0
Mar-2016,3/26/2016,4,1,1,1,1
Mar-2016,3/26/2016,1,0,0,1,0
Mar-2016,3/26/2016,0,0,0,0,0
Mar-2016,3/26/2016,0,0,0,0,0
Mar-2016,3/26/2016,1,0,0,0,1
Mar-2016,3/26/2016,4,0,0,2,2
Mar-2016,3/26/2016,13,1,3,5,4
Mar-2016,3/26/2016,41,8,5,15,13
Mar-2016,3/26/2016,89,0,19,41,29
Mar-2016,3/26/2016,164,16,42,71,35
Mar-2016,3/26/2016,248,36,27,112,73
Mar-2016,3/26/2016,269,28,27,108,106
Mar-2016,3/26/2016,296,31,33,133,99
Mar-2016,3/26/2016,331,0,20,177,134
Mar-2016,3/26/2016,333,27,22,122,162
Mar-2016,3/26/2016,323,28,21,131,143
Mar-2016,3/26/2016,256,22,13,100,121
Mar-2016,3/26/2016,172,10,7,55,100
Mar-2016,3/26/2016,83,0,6,25,52
Mar-2016,3/26/2016,49,5,4,21,19
Mar-2016,3/26/2016,17,2,4,1,10
Mar-2016,3/26/2016,5,1,0,1,3
Mar-2016,3/26/2016,6,1,1,2,2
Mar-2016,3/26/2016,2,1,0,1,0
Mar-2016,3/27/2016,2,1,0,1,0
Mar-2016,3/27/2016,3,0,0,3,0
Mar-2016,3/27/2016,0,0,0,0,0
Mar-2016,3/27/2016,1,0,0,1,0
Mar-2016,3/27/2016,1,0,0,1,0
Mar-2016,3/27/2016,0,0,0,0,0
Mar-2016,3/27/2016,6,2,3,0,1
Mar-2016,3/27/2016,17,0,7,6,4
Mar-2016,3/27/2016,54,20,10,12,12
Mar-2016,3/27/2016,41,0,15,15,11
Mar-2016,3/27/2016,36,13,7,11,5
Mar-2016,3/27/2016,32,4,11,15,2
Mar-2016,3/27/2016,30,0,11,12,7
Mar-2016,3/27/2016,47,11,11,15,10
Mar-2016,3/27/2016,67,13,10,20,24
Mar-2016,3/27/2016,30,0,6,8,16
Mar-2016,3/27/2016,32,0,10,13,9
Mar-2016,3/27/2016,29,7,8,7,7
Mar-2016,3/27/2016,25,8,6,6,5
Mar-2016,3/27/2016,15,0,6,4,5
Mar-2016,3/27/2016,9,2,2,4,1
Mar-2016,3/27/2016,5,1,0,3,1
Mar-2016,3/27/2016,3,0,0,1,2
Mar-2016,3/27/2016,1,0,0,0,1
Mar-2016,3/28/2016,1,0,0,1,0
Mar-2016,3/28/2016,0,0,0,0,0
Mar-2016,3/28/2016,0,0,0,0,0
Mar-2016,3/28/2016,0,0,0,0,0
Mar-2016,3/28/2016,7,0,1,0,6
Mar-2016,3/28/2016,11,2,1,1,7
Mar-2016,3/28/2016,32,0,5,5,22
Mar-2016,3/28/2016,77,0,5,16,56
Mar-2016,3/28/2016,106,17,10,20,59
Mar-2016,3/28/2016,65,7,11,20,27
Mar-2016,3/28/2016,55,13,14,16,12
Mar-2016,3/28/2016,34,11,10,7,6
Mar-2016,3/28/2016,54,16,8,12,18
Mar-2016,3/28/2016,63,14,12,24,13
Mar-2016,3/28/2016,66,11,13,19,23
Mar-2016,3/28/2016,80,14,19,35,12
Mar-2016,3/28/2016,131,27,22,61,21
Mar-2016,3/28/2016,164,0,30,95,39
Mar-2016,3/28/2016,141,0,21,83,37
Mar-2016,3/28/2016,75,9,11,25,30
Mar-2016,3/28/2016,23,3,2,7,11
Mar-2016,3/28/2016,7,1,2,2,2
Mar-2016,3/28/2016,7,2,1,4,0
Mar-2016,3/28/2016,4,1,2,1,0
Mar-2016,3/29/2016,1,0,1,0,0
Mar-2016,3/29/2016,0,0,0,0,0
Mar-2016,3/29/2016,0,0,0,0,0
Mar-2016,3/29/2016,1,0,0,1,0
Mar-2016,3/29/2016,6,0,0,0,6
Mar-2016,3/29/2016,15,0,0,2,13
Mar-2016,3/29/2016,38,1,3,6,28
Mar-2016,3/29/2016,101,12,5,14,70
Mar-2016,3/29/2016,116,0,13,18,85
Mar-2016,3/29/2016,73,0,12,33,28
Mar-2016,3/29/2016,49,0,12,17,20
Mar-2016,3/29/2016,83,14,15,28,26
Mar-2016,3/29/2016,80,0,16,25,39
Mar-2016,3/29/2016,105,24,17,37,27
Mar-2016,3/29/2016,109,18,22,29,40
Mar-2016,3/29/2016,121,15,15,59,32
Mar-2016,3/29/2016,163,0,24,94,45
Mar-2016,3/29/2016,279,28,32,157,62
Mar-2016,3/29/2016,231,19,25,114,73
Mar-2016,3/29/2016,94,11,9,34,40
Mar-2016,3/29/2016,23,2,3,5,13
Mar-2016,3/29/2016,12,2,2,3,5
Mar-2016,3/29/2016,4,0,0,3,1
Mar-2016,3/29/2016,3,0,0,2,1
Mar-2016,3/30/2016,0,0,0,0,0
Mar-2016,3/30/2016,1,0,0,1,0
Mar-2016,3/30/2016,1,0,0,1,0
Mar-2016,3/30/2016,1,0,0,0,1
Mar-2016,3/30/2016,4,0,1,0,3
Mar-2016,3/30/2016,17,0,1,3,13
Mar-2016,3/30/2016,41,0,3,11,27
Mar-2016,3/30/2016,108,0,10,23,75
Mar-2016,3/30/2016,135,16,10,28,81
Mar-2016,3/30/2016,84,9,12,18,45
Mar-2016,3/30/2016,89,17,13,27,32
Mar-2016,3/30/2016,77,0,8,38,31
Mar-2016,3/30/2016,72,12,14,24,22
Mar-2016,3/30/2016,125,11,18,58,38
Mar-2016,3/30/2016,130,21,13,44,52
Mar-2016,3/30/2016,163,28,16,66,53
Mar-2016,3/30/2016,206,17,26,95,68
Mar-2016,3/30/2016,289,37,30,150,72
Mar-2016,3/30/2016,248,23,23,126,76
Mar-2016,3/30/2016,96,7,8,37,44
Mar-2016,3/30/2016,30,2,5,10,13
Mar-2016,3/30/2016,12,0,0,5,7
Mar-2016,3/30/2016,8,1,1,5,1
Mar-2016,3/30/2016,2,0,0,2,0
Mar-2016,3/31/2016,2,0,1,1,0
Mar-2016,3/31/2016,0,0,0,0,0
Mar-2016,3/31/2016,0,0,0,0,0
Mar-2016,3/31/2016,0,0,0,0,0
Mar-2016,3/31/2016,2,0,0,0,2
Mar-2016,3/31/2016,18,2,1,4,11
Mar-2016,3/31/2016,51,7,5,11,28
Mar-2016,3/31/2016,119,10,7,32,70
Mar-2016,3/31/2016,165,30,13,38,84
Mar-2016,3/31/2016,114,16,10,40,48
Mar-2016,3/31/2016,88,11,12,32,33
Mar-2016,3/31/2016,93,17,16,34,26
Mar-2016,3/31/2016,124,21,16,45,42
Mar-2016,3/31/2016,112,22,14,40,36
Mar-2016,3/31/2016,132,19,9,46,58
Mar-2016,3/31/2016,127,13,10,47,57
Mar-2016,3/31/2016,163,9,18,83,53
Mar-2016,3/31/2016,274,25,15,154,80
Mar-2016,3/31/2016,239,25,20,116,78
Mar-2016,3/31/2016,131,13,8,48,62
Mar-2016,3/31/2016,35,0,7,9,19
Mar-2016,3/31/2016,7,0,1,3,3
Mar-2016,3/31/2016,10,1,1,8,0
Mar-2016,3/31/2016,2,0,1,0,1
Apr-2016,4/1/2016,1,0,0,1,0
Apr-2016,4/1/2016,0,0,0,0,0
Apr-2016,4/1/2016,0,0,0,0,0
Apr-2016,4/1/2016,0,0,0,0,0
Apr-2016,4/1/2016,2,0,0,0,2
Apr-2016,4/1/2016,15,0,2,3,10
Apr-2016,4/1/2016,41,3,3,14,21
Apr-2016,4/1/2016,115,8,9,23,75
Apr-2016,4/1/2016,144,17,14,33,80
Apr-2016,4/1/2016,122,21,9,34,58
Apr-2016,4/1/2016,112,15,14,46,37
Apr-2016,4/1/2016,117,16,17,43,41
Apr-2016,4/1/2016,130,0,17,58,55
Apr-2016,4/1/2016,195,0,18,111,66
Apr-2016,4/1/2016,157,20,16,68,53
Apr-2016,4/1/2016,185,16,16,85,68
Apr-2016,4/1/2016,239,0,34,127,78
Apr-2016,4/1/2016,250,10,15,145,80
Apr-2016,4/1/2016,177,0,15,91,71
Apr-2016,4/1/2016,100,9,11,38,42
Apr-2016,4/1/2016,43,8,6,12,17
Apr-2016,4/1/2016,6,1,1,1,3
Apr-2016,4/1/2016,9,1,1,5,2
Apr-2016,4/1/2016,2,1,0,1,0
Apr-2016,4/2/2016,1,0,0,1,0
Apr-2016,4/2/2016,0,0,0,0,0
Apr-2016,4/2/2016,0,0,0,0,0
Apr-2016,4/2/2016,0,0,0,0,0
Apr-2016,4/2/2016,2,1,1,0,0
Apr-2016,4/2/2016,7,0,1,4,2
Apr-2016,4/2/2016,18,1,3,7,7
Apr-2016,4/2/2016,72,19,20,19,14
Apr-2016,4/2/2016,132,25,29,47,31
Apr-2016,4/2/2016,173,35,24,69,45
Apr-2016,4/2/2016,185,0,19,91,75
Apr-2016,4/2/2016,242,32,32,116,62
Apr-2016,4/2/2016,257,17,19,148,73
Apr-2016,4/2/2016,258,20,21,117,100
Apr-2016,4/2/2016,244,22,15,89,118
Apr-2016,4/2/2016,312,23,23,131,135
Apr-2016,4/2/2016,274,31,25,96,122
Apr-2016,4/2/2016,180,19,20,58,83
Apr-2016,4/2/2016,129,16,7,46,60
Apr-2016,4/2/2016,82,10,7,22,43
Apr-2016,4/2/2016,17,1,0,13,3
Apr-2016,4/2/2016,12,0,1,6,5
Apr-2016,4/2/2016,5,1,1,3,0
Apr-2016,4/2/2016,6,0,0,4,2
Apr-2016,4/3/2016,1,0,0,1,0
Apr-2016,4/3/2016,0,0,0,0,0
Apr-2016,4/3/2016,0,0,0,0,0
Apr-2016,4/3/2016,0,0,0,0,0
Apr-2016,4/3/2016,3,0,1,0,2
Apr-2016,4/3/2016,4,1,0,1,2
Apr-2016,4/3/2016,62,5,2,2,53
Apr-2016,4/3/2016,127,10,11,20,86
Apr-2016,4/3/2016,115,23,14,49,29
Apr-2016,4/3/2016,219,25,27,126,41
Apr-2016,4/3/2016,329,35,35,197,62
Apr-2016,4/3/2016,304,0,35,176,93
Apr-2016,4/3/2016,316,31,24,156,105
Apr-2016,4/3/2016,274,29,23,118,104
Apr-2016,4/3/2016,344,0,17,145,182
Apr-2016,4/3/2016,300,30,26,118,126
Apr-2016,4/3/2016,256,26,23,82,125
Apr-2016,4/3/2016,203,0,20,86,97
Apr-2016,4/3/2016,128,13,9,35,71
Apr-2016,4/3/2016,54,9,9,22,14
Apr-2016,4/3/2016,15,2,3,2,8
Apr-2016,4/3/2016,6,1,0,2,3
Apr-2016,4/3/2016,1,0,1,0,0
Apr-2016,4/3/2016,4,1,1,1,1
Apr-2016,4/4/2016,0,0,0,0,0
Apr-2016,4/4/2016,0,0,0,0,0
Apr-2016,4/4/2016,0,0,0,0,0
Apr-2016,4/4/2016,0,0,0,0,0
Apr-2016,4/4/2016,6,0,0,0,6
Apr-2016,4/4/2016,8,0,0,1,7
Apr-2016,4/4/2016,33,4,4,4,21
Apr-2016,4/4/2016,66,6,6,10,44
Apr-2016,4/4/2016,65,0,5,15,45
Apr-2016,4/4/2016,73,8,5,25,35
Apr-2016,4/4/2016,61,11,9,22,19
Apr-2016,4/4/2016,37,0,12,6,19
Apr-2016,4/4/2016,49,13,10,11,15
Apr-2016,4/4/2016,54,12,8,11,23
Apr-2016,4/4/2016,50,9,11,19,11
Apr-2016,4/4/2016,34,5,3,18,8
Apr-2016,4/4/2016,80,0,16,43,21
Apr-2016,4/4/2016,138,11,20,84,23
Apr-2016,4/4/2016,88,0,8,58,22
Apr-2016,4/4/2016,52,13,10,19,10
Apr-2016,4/4/2016,20,1,1,11,7
Apr-2016,4/4/2016,3,0,0,1,2
Apr-2016,4/4/2016,7,2,2,3,0
Apr-2016,4/4/2016,1,0,0,1,0
Apr-2016,4/5/2016,0,0,0,0,0
Apr-2016,4/5/2016,0,0,0,0,0
Apr-2016,4/5/2016,0,0,0,0,0
Apr-2016,4/5/2016,0,0,0,0,0
Apr-2016,4/5/2016,4,0,0,3,1
Apr-2016,4/5/2016,11,0,1,2,8
Apr-2016,4/5/2016,31,4,5,4,18
Apr-2016,4/5/2016,108,10,11,15,72
Apr-2016,4/5/2016,108,12,9,20,67
Apr-2016,4/5/2016,96,19,13,28,36
Apr-2016,4/5/2016,74,11,12,20,31
Apr-2016,4/5/2016,59,17,8,16,18
Apr-2016,4/5/2016,52,13,17,9,13
Apr-2016,4/5/2016,79,20,13,23,23
Apr-2016,4/5/2016,60,11,17,20,12
Apr-2016,4/5/2016,71,16,12,27,16
Apr-2016,4/5/2016,115,12,13,62,28
Apr-2016,4/5/2016,177,25,15,102,35
Apr-2016,4/5/2016,141,13,15,71,42
Apr-2016,4/5/2016,78,12,10,29,27
Apr-2016,4/5/2016,36,3,4,12,17
Apr-2016,4/5/2016,5,1,1,3,0
Apr-2016,4/5/2016,6,2,1,2,1
Apr-2016,4/5/2016,2,0,1,1,0
Apr-2016,4/6/2016,2,0,0,2,0
Apr-2016,4/6/2016,0,0,0,0,0
Apr-2016,4/6/2016,1,0,0,1,0
Apr-2016,4/6/2016,0,0,0,0,0
Apr-2016,4/6/2016,6,0,0,1,5
Apr-2016,4/6/2016,9,0,2,1,6
Apr-2016,4/6/2016,56,5,4,11,36
Apr-2016,4/6/2016,107,11,7,30,59
Apr-2016,4/6/2016,147,18,11,26,92
Apr-2016,4/6/2016,84,0,12,35,37
Apr-2016,4/6/2016,91,0,21,32,38
Apr-2016,4/6/2016,113,22,14,32,45
Apr-2016,4/6/2016,72,0,13,25,34
Apr-2016,4/6/2016,106,15,8,32,51
Apr-2016,4/6/2016,112,19,17,43,33
Apr-2016,4/6/2016,122,16,19,51,36
Apr-2016,4/6/2016,191,19,25,97,50
Apr-2016,4/6/2016,280,25,26,137,92
Apr-2016,4/6/2016,240,16,21,136,67
Apr-2016,4/6/2016,132,13,16,55,48
Apr-2016,4/6/2016,30,0,7,14,9
Apr-2016,4/6/2016,13,1,0,2,10
Apr-2016,4/6/2016,7,1,0,4,2
Apr-2016,4/6/2016,3,0,0,3,0
Apr-2016,4/7/2016,4,0,0,4,0
Apr-2016,4/7/2016,0,0,0,0,0
Apr-2016,4/7/2016,0,0,0,0,0
Apr-2016,4/7/2016,0,0,0,0,0
Apr-2016,4/7/2016,6,0,0,0,6
Apr-2016,4/7/2016,20,2,2,5,11
Apr-2016,4/7/2016,56,0,8,11,37
Apr-2016,4/7/2016,153,21,16,27,89
Apr-2016,4/7/2016,127,12,8,21,86
Apr-2016,4/7/2016,175,38,35,40,62
Apr-2016,4/7/2016,93,0,15,45,33
Apr-2016,4/7/2016,155,18,11,66,60
Apr-2016,4/7/2016,145,20,17,53,55
Apr-2016,4/7/2016,140,19,10,59,52
Apr-2016,4/7/2016,144,14,16,57,57
Apr-2016,4/7/2016,165,13,15,84,53
Apr-2016,4/7/2016,206,11,14,113,68
Apr-2016,4/7/2016,306,0,15,178,113
Apr-2016,4/7/2016,277,19,19,149,90
Apr-2016,4/7/2016,149,0,12,65,72
Apr-2016,4/7/2016,46,7,6,19,14
Apr-2016,4/7/2016,27,3,1,18,5
Apr-2016,4/7/2016,7,0,0,3,4
Apr-2016,4/7/2016,2,1,0,1,0
Apr-2016,4/8/2016,2,0,0,2,0
Apr-2016,4/8/2016,0,0,0,0,0
Apr-2016,4/8/2016,0,0,0,0,0
Apr-2016,4/8/2016,0,0,0,0,0
Apr-2016,4/8/2016,0,0,0,0,0
Apr-2016,4/8/2016,17,2,3,4,8
Apr-2016,4/8/2016,52,9,6,8,29
Apr-2016,4/8/2016,154,25,30,33,66
Apr-2016,4/8/2016,125,16,13,23,73
Apr-2016,4/8/2016,116,18,20,35,43
Apr-2016,4/8/2016,103,15,13,41,34
Apr-2016,4/8/2016,126,23,19,38,46
Apr-2016,4/8/2016,133,17,14,59,43
Apr-2016,4/8/2016,128,12,8,56,52
Apr-2016,4/8/2016,128,12,12,46,58
Apr-2016,4/8/2016,126,8,6,65,47
Apr-2016,4/8/2016,200,17,25,91,67
Apr-2016,4/8/2016,204,15,18,113,58
Apr-2016,4/8/2016,145,0,10,77,58
Apr-2016,4/8/2016,107,5,6,43,53
Apr-2016,4/8/2016,24,0,1,8,15
Apr-2016,4/8/2016,7,1,2,4,0
Apr-2016,4/8/2016,13,1,0,7,5
Apr-2016,4/8/2016,3,1,1,0,1
Apr-2016,4/9/2016,5,0,0,5,0
Apr-2016,4/9/2016,1,0,0,1,0
Apr-2016,4/9/2016,1,1,0,0,0
Apr-2016,4/9/2016,1,0,0,0,1
Apr-2016,4/9/2016,3,1,1,0,1
Apr-2016,4/9/2016,2,0,0,0,2
Apr-2016,4/9/2016,15,1,4,5,5
Apr-2016,4/9/2016,62,0,21,29,12
Apr-2016,4/9/2016,165,23,31,70,41
Apr-2016,4/9/2016,239,43,43,91,62
Apr-2016,4/9/2016,231,0,32,130,69
Apr-2016,4/9/2016,317,0,26,167,124
Apr-2016,4/9/2016,290,32,20,127,111
Apr-2016,4/9/2016,331,35,29,142,125
Apr-2016,4/9/2016,308,22,14,151,121
Apr-2016,4/9/2016,332,24,18,134,156
Apr-2016,4/9/2016,225,0,15,94,116
Apr-2016,4/9/2016,219,23,13,88,95
Apr-2016,4/9/2016,140,19,13,29,79
Apr-2016,4/9/2016,78,8,6,19,45
Apr-2016,4/9/2016,38,2,1,10,25
Apr-2016,4/9/2016,8,0,3,5,0
Apr-2016,4/9/2016,7,2,0,2,3
Apr-2016,4/9/2016,2,0,0,1,1
Apr-2016,4/10/2016,1,0,0,1,0
Apr-2016,4/10/2016,0,0,0,0,0
Apr-2016,4/10/2016,1,0,0,1,0
Apr-2016,4/10/2016,1,0,0,0,1
Apr-2016,4/10/2016,1,0,0,1,0
Apr-2016,4/10/2016,1,0,0,0,1
Apr-2016,4/10/2016,14,1,2,7,4
Apr-2016,4/10/2016,40,0,10,20,10
Apr-2016,4/10/2016,107,19,18,40,30
Apr-2016,4/10/2016,158,25,16,73,44
Apr-2016,4/10/2016,177,0,21,89,67
Apr-2016,4/10/2016,250,24,29,106,91
Apr-2016,4/10/2016,227,22,14,98,93
Apr-2016,4/10/2016,224,22,16,93,93
Apr-2016,4/10/2016,278,24,19,120,115
Apr-2016,4/10/2016,219,29,21,91,78
Apr-2016,4/10/2016,223,27,25,68,103
Apr-2016,4/10/2016,161,33,23,37,68
Apr-2016,4/10/2016,89,5,12,36,36
Apr-2016,4/10/2016,84,22,10,15,37
Apr-2016,4/10/2016,24,0,3,11,10
Apr-2016,4/10/2016,9,1,1,4,3
Apr-2016,4/10/2016,3,0,1,1,1
Apr-2016,4/10/2016,4,0,1,2,1
Apr-2016,4/11/2016,4,1,0,3,0
Apr-2016,4/11/2016,1,0,0,0,1
Apr-2016,4/11/2016,0,0,0,0,0
Apr-2016,4/11/2016,0,0,0,0,0
Apr-2016,4/11/2016,3,0,0,0,3
Apr-2016,4/11/2016,15,1,0,0,14
Apr-2016,4/11/2016,40,3,4,6,27
Apr-2016,4/11/2016,92,14,5,14,59
Apr-2016,4/11/2016,96,10,11,14,61
Apr-2016,4/11/2016,59,0,9,24,26
Apr-2016,4/11/2016,61,10,9,16,26
Apr-2016,4/11/2016,40,0,12,12,16
Apr-2016,4/11/2016,66,0,12,35,19
Apr-2016,4/11/2016,64,9,10,20,25
Apr-2016,4/11/2016,86,13,13,28,32
Apr-2016,4/11/2016,64,11,9,31,13
Apr-2016,4/11/2016,108,0,22,65,21
Apr-2016,4/11/2016,135,0,23,85,27
Apr-2016,4/11/2016,146,11,12,81,42
Apr-2016,4/11/2016,71,5,6,40,20
Apr-2016,4/11/2016,25,3,3,14,5
Apr-2016,4/11/2016,13,2,2,5,4
Apr-2016,4/11/2016,4,0,0,3,1
Apr-2016,4/11/2016,3,0,0,0,3
Apr-2016,4/12/2016,3,0,0,3,0
Apr-2016,4/12/2016,0,0,0,0,0
Apr-2016,4/12/2016,0,0,0,0,0
Apr-2016,4/12/2016,0,0,0,0,0
Apr-2016,4/12/2016,2,0,1,0,1
Apr-2016,4/12/2016,12,0,0,4,8
Apr-2016,4/12/2016,40,3,8,7,22
Apr-2016,4/12/2016,97,18,11,16,52
Apr-2016,4/12/2016,96,0,12,24,60
Apr-2016,4/12/2016,74,12,7,18,37
Apr-2016,4/12/2016,54,0,10,25,19
Apr-2016,4/12/2016,59,16,13,12,18
Apr-2016,4/12/2016,66,11,18,19,18
Apr-2016,4/12/2016,46,13,7,12,14
Apr-2016,4/12/2016,57,5,5,23,24
Apr-2016,4/12/2016,47,8,5,24,10
Apr-2016,4/12/2016,41,5,4,22,10
Apr-2016,4/12/2016,64,3,2,29,30
Apr-2016,4/12/2016,61,4,4,38,15
Apr-2016,4/12/2016,28,4,3,16,5
Apr-2016,4/12/2016,14,4,4,5,1
Apr-2016,4/12/2016,3,1,0,2,0
Apr-2016,4/12/2016,3,1,2,0,0
Apr-2016,4/12/2016,2,1,0,1,0
Apr-2016,4/13/2016,1,0,0,1,0
Apr-2016,4/13/2016,0,0,0,0,0
Apr-2016,4/13/2016,1,0,0,1,0
Apr-2016,4/13/2016,0,0,0,0,0
Apr-2016,4/13/2016,5,0,0,0,5
Apr-2016,4/13/2016,10,0,0,2,8
Apr-2016,4/13/2016,32,3,2,7,20
Apr-2016,4/13/2016,83,10,4,11,58
Apr-2016,4/13/2016,87,0,6,17,64
Apr-2016,4/13/2016,68,8,9,24,27
Apr-2016,4/13/2016,60,9,12,22,17
Apr-2016,4/13/2016,64,0,18,22,24
Apr-2016,4/13/2016,91,25,16,23,27
Apr-2016,4/13/2016,43,0,7,10,26
Apr-2016,4/13/2016,62,0,14,31,17
Apr-2016,4/13/2016,60,9,4,33,14
Apr-2016,4/13/2016,100,0,19,53,28
Apr-2016,4/13/2016,200,19,19,116,46
Apr-2016,4/13/2016,151,21,20,75,35
Apr-2016,4/13/2016,96,13,15,30,38
Apr-2016,4/13/2016,37,7,5,15,10
Apr-2016,4/13/2016,18,2,2,8,6
Apr-2016,4/13/2016,11,3,1,5,2
