state,last_update,lat,long,confirmed,deaths,new_deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
North Carolina,2020-04-12T23:18:15Z,35.6301,-79.8064,4570,89,0,NA,4481,37,46.07841902,62139,331,1.947483589,626.5354222,7.242888403,4/12/2020,Apr,12,NC
North Dakota,2020-04-12T23:18:15Z,47.5289,-99.784,308,7,0,121,301,38,50.79004911,10350,39,2.272727273,1706.743533,12.66233766,4/12/2020,Apr,12,ND
Ohio,2020-04-12T23:18:15Z,40.3888,-82.7649,6604,253,0,NA,6351,39,59.10222609,63243,1948,3.831011508,565.9906245,29.49727438,4/12/2020,Apr,12,OH
Oklahoma,2020-04-12T23:18:15Z,35.5653,-96.9289,1970,96,0,865,1874,40,53.85995428,22760,446,4.873096447,622.2601824,22.63959391,4/12/2020,Apr,12,OK
Oregon,2020-04-12T23:18:15Z,44.572,-122.0709,1527,52,0,NA,1475,41,38.1076067,29758,359,3.405370007,742.6366471,23.51015062,4/12/2020,Apr,12,OR
Pennsylvania,2020-04-12T23:18:15Z,40.5908,-77.2098,22938,557,0,NA,22381,42,182.2284446,124890,2097,2.428284942,992.175013,9.142035051,4/12/2020,Apr,12,PA
Rhode Island,2020-04-12T23:18:15Z,41.6809,-71.5118,2665,63,0,35,2602,44,251.5667464,20350,201,2.363977486,1920.969339,7.542213884,4/12/2020,Apr,12,RI
South Carolina,2020-04-12T23:18:15Z,33.8569,-80.945,3320,82,0,NA,3238,45,65.87334263,31425,496,2.469879518,623.5149976,14.93975904,4/12/2020,Apr,12,SC
South Dakota,2020-04-12T23:18:15Z,44.2998,-99.4388,730,6,0,197,724,46,99.19933903,8553,43,0.821917808,1162.262941,5.890410959,4/12/2020,Apr,12,SD
Tennessee,2020-04-12T23:18:15Z,35.7478,-86.6923,5508,106,0,1504,5402,47,83.90037425,70677,567,1.924473493,1076.584377,10.29411765,4/12/2020,Apr,12,TN
Texas,2020-04-12T23:18:15Z,31.0545,-97.5635,13677,283,0,2014,13394,48,59.50516088,124533,1338,2.069167215,541.811523,9.782847116,4/12/2020,Apr,12,TX
Utah,2020-04-12T23:18:15Z,40.15,-111.8624,2303,10,0,NA,2285,49,80.3592053,44234,195,0.781589231,1543.468991,8.467216674,4/12/2020,Apr,12,UT
Vermont,2020-04-12T23:18:15Z,44.0459,-72.7107,727,27,0,15,700,50,119.0649715,9841,34,3.71389271,1611.717172,4.676753783,4/12/2020,Apr,12,VT
Virginia,2020-04-12T23:18:15Z,37.7693,-78.17,5274,141,0,NA,5133,51,66.69845192,39985,751,2.673492605,505.6764505,14.23966629,4/12/2020,Apr,12,VA
Washington,2020-04-12T23:18:15Z,47.4009,-121.4905,10609,506,0,NA,10103,53,140.5276682,93615,642,4.7695353,1240.031828,6.051465737,4/12/2020,Apr,12,WA
West Virginia,2020-04-12T23:18:15Z,38.4912,-80.9545,593,6,0,83,587,54,44.82244115,16257,81,1.011804384,1228.800044,13.65935919,4/12/2020,Apr,12,WV
Wisconsin,2020-04-12T23:18:15Z,44.2685,-89.6165,3341,144,0,NA,3197,55,64.56573888,39257,974,4.3100868,758.6522632,29.15294822,4/12/2020,Apr,12,WI
Wyoming,2020-04-12T23:18:15Z,42.756,-107.3025,270,0,0,137,270,56,54.29973453,5459,40,0,1097.860188,14.81481481,4/12/2020,Apr,12,WY
Alabama,2020-04-13T23:07:54Z,32.3182,-86.9023,3734,99,6,NA,3635,1,79.63493333,29182,457,2.651312266,622.3638523,12.23888591,4/13/2020,Apr,13,AL
Alaska,2020-04-13T23:07:54Z,61.3707,-152.4044,277,8,0,85,269,2,46.34052085,7830,32,2.888086643,1309.914362,11.55234657,4/13/2020,Apr,13,AK
Arizona,2020-04-13T23:07:54Z,33.7298,-111.4312,3705,122,7,NA,3583,4,50.90182789,43347,525,3.292847503,595.5307783,14.17004049,4/13/2020,Apr,13,AZ
Arkansas,2020-04-13T23:07:54Z,34.9697,-92.3731,1410,29,2,391,1381,5,54.46061397,20804,130,2.056737589,803.5451156,9.219858156,4/13/2020,Apr,13,AR
California,2020-04-13T23:07:54Z,36.1162,-119.6816,23931,714,74,NA,23217,6,61.03504791,190882,3015,2.987756467,486.8368231,12.59872132,4/13/2020,Apr,13,CA
Colorado,2020-04-13T23:07:54Z,39.0598,-105.3111,7691,306,17,NA,7385,8,135.7200246,37534,1472,3.978676375,662.3476017,19.13925367,4/13/2020,Apr,13,CO
Connecticut,2020-04-13T23:07:54Z,41.5978,-72.7554,13381,602,48,NA,12779,9,375.3134039,44309,1760,4.498916374,1242.78915,13.1529781,4/13/2020,Apr,13,CT
Delaware,2020-04-13T23:07:54Z,39.3185,-75.5071,1758,41,6,213,1717,10,180.5365571,11820,201,2.332195677,1213.846476,11.4334471,4/13/2020,Apr,13,DE
District of Columbia,2020-04-13T23:07:54Z,38.8974,-77.0268,1955,52,2,507,1903,11,277.0106653,10934,295,2.659846547,1549.276017,15.08951407,4/13/2020,Apr,13,DC
Georgia,2020-04-13T23:07:54Z,33.0406,-83.6431,13315,465,32,NA,12850,13,131.3194981,57021,2589,3.492301915,562.3709427,19.44423582,4/13/2020,Apr,13,GA
Hawaii,2020-04-13T23:07:54Z,21.0943,-157.4983,504,9,0,310,495,15,35.59860035,18844,44,1.785714286,1330.992113,8.73015873,4/13/2020,Apr,13,HI
Idaho,2020-04-13T23:07:54Z,44.2405,-114.4788,1426,27,0,NA,1399,16,88.54409539,14881,132,1.893408135,924.0004794,9.256661992,4/13/2020,Apr,13,ID
Illinois,2020-04-13T23:07:54Z,40.3495,-88.9861,22025,798,78,NA,21227,17,187.6759649,105768,3680,3.623155505,901.2536414,16.70828604,4/13/2020,Apr,13,IL
Indiana,2020-04-13T23:07:54Z,39.8494,-86.2583,8359,350,7,NA,8009,18,127.7354472,44539,NA,4.187103721,680.6088147,NA,4/13/2020,Apr,13,IN
Iowa,2020-04-13T23:07:54Z,42.0115,-93.2105,1710,41,0,741,1669,19,65.24941877,18696,142,2.397660819,713.3936452,8.304093567,4/13/2020,Apr,13,IA
Kansas,2020-04-13T23:07:54Z,38.5266,-96.7265,1390,62,6,NA,1328,20,57.002536,13864,309,4.460431655,568.5490353,22.23021583,4/13/2020,Apr,13,KS
Kentucky,2020-04-13T23:07:54Z,37.6681,-84.6701,2018,113,16,607,1905,21,58.94891571,25866,667,5.599603568,755.5860524,33.05252725,4/13/2020,Apr,13,KY
Louisiana,2020-04-13T23:07:54Z,31.1695,-91.8678,21016,884,44,NA,20132,22,457.1412661,108091,2134,4.206318995,2351.201779,10.15416825,4/13/2020,Apr,13,LA
Maine,2020-04-13T23:07:54Z,44.6939,-69.3819,698,19,0,273,679,23,59.45455134,12306,124,2.722063037,1048.205887,17.76504298,4/13/2020,Apr,13,ME
Maryland,2020-04-13T23:07:54Z,39.0639,-76.8021,8936,262,26,603,8674,24,150.3532949,51751,1975,2.931960609,870.7400811,22.10161146,4/13/2020,Apr,13,MD
Massachusetts,2020-04-13T23:07:54Z,42.2302,-71.5301,26867,844,88,NA,26023,25,391.4319998,122049,2340,3.141400231,1778.162212,8.70956936,4/13/2020,Apr,13,MA
Michigan,2020-04-13T23:07:54Z,43.3266,-84.5361,25635,1602,123,447,24033,26,321.7543198,82644,3986,6.249268578,1037.295261,15.54905403,4/13/2020,Apr,13,MI
Minnesota,2020-04-13T23:07:54Z,45.6945,-93.9002,1621,70,0,842,1551,27,32.77100367,38427,361,4.318322023,776.8608007,22.27020358,4/13/2020,Apr,13,MN
Mississippi,2020-04-13T23:07:54Z,32.7416,-89.6787,2942,98,2,NA,2844,28,101.616258,30984,549,3.331067301,1070.182916,18.66077498,4/13/2020,Apr,13,MS
Missouri,2020-04-13T23:07:54Z,38.4561,-92.2884,4515,123,5,NA,4392,29,77.05493479,45428,988,2.724252492,775.2938157,21.88261351,4/13/2020,Apr,13,MO
Montana,2020-04-13T23:07:54Z,46.9219,-110.4544,394,7,1,171,387,30,45.49721878,9098,47,1.776649746,1050.593138,11.92893401,4/13/2020,Apr,13,MT
Nebraska,2020-04-13T23:07:54Z,41.1254,-98.2681,814,17,0,NA,797,31,53.36753051,10972,NA,2.088452088,719.3471066,NA,4/13/2020,Apr,13,NE
Nevada,2020-04-13T23:07:54Z,38.3135,-117.0554,2990,114,2,NA,2876,32,99.11502547,25464,NA,3.81270903,844.1020096,NA,4/13/2020,Apr,13,NV
New Hampshire,2020-04-13T23:07:54Z,43.4525,-71.5639,985,23,0,239,962,33,74.16342155,11207,152,2.335025381,843.8065637,15.43147208,4/13/2020,Apr,13,NH
New Jersey,2020-04-13T23:07:54Z,40.2989,-74.521,64584,2443,93,NA,62141,34,727.1179743,129469,7781,3.78267063,1457.624752,12.04787563,4/13/2020,Apr,13,NJ
New Mexico,2020-04-13T23:07:54Z,34.8405,-106.2485,1262,26,0,295,1236,35,75.68066119,30515,80,2.06022187,1829.948793,6.339144216,4/13/2020,Apr,13,NM
New York,2020-04-13T23:07:54Z,42.1657,-74.9481,195749,10058,673,23887,185691,36,1160.955517,478357,42712,5.138212711,2837.057652,21.81977941,4/13/2020,Apr,13,NY
North Carolina,2020-04-13T23:07:54Z,35.6301,-79.8064,4886,94,5,NA,4792,37,49.26458541,63388,313,1.923864102,639.1288456,6.406058125,4/13/2020,Apr,13,NC
North Dakota,2020-04-13T23:07:54Z,47.5289,-99.784,331,8,1,127,323,38,54.58281252,10781,40,2.416918429,1777.816622,12.08459215,4/13/2020,Apr,13,ND
Ohio,2020-04-13T23:07:54Z,40.3888,-82.7649,6975,274,21,NA,6701,39,62.42247531,65112,2033,3.928315412,582.7171631,29.14695341,4/13/2020,Apr,13,OH
Oklahoma,2020-04-13T23:07:54Z,35.5653,-96.9289,2069,99,3,865,1970,40,56.56662203,22859,457,4.784920251,624.9668502,22.0879652,4/13/2020,Apr,13,OK
Oregon,2020-04-13T23:07:54Z,44.572,-122.0709,1584,53,1,NA,1531,41,39.53009103,31121,369,3.345959596,776.6514918,23.29545455,4/13/2020,Apr,13,OR
Pennsylvania,2020-04-13T23:07:54Z,40.5908,-77.2098,24292,589,32,NA,23703,42,192.9851503,129792,2243,2.424666557,1031.118419,9.233492508,4/13/2020,Apr,13,PA
Rhode Island,2020-04-13T23:07:54Z,41.6809,-71.5118,2665,63,0,135,2602,44,251.5667464,20661,331,2.363977486,1950.326659,12.42026266,4/13/2020,Apr,13,RI
South Carolina,2020-04-13T23:07:54Z,33.8569,-80.945,3391,82,0,NA,3309,45,67.28207977,31425,496,2.418165733,623.5149976,14.6269537,4/13/2020,Apr,13,SC
