state,last_update,lat,long,confirmed,deaths,new_deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
New Hampshire,2020-05-13T03:32:30Z,43.4525,-71.5639,3239,142,9,1231,1866,33,243.8734237,35561,318,4.384069157,2677.48775,9.817845014,5/13/2020,May,13,NH
New Jersey,2020-05-13T03:32:30Z,40.2989,-74.521,140917,9531,191,15642,115744,34,1586.511885,433060,NA,6.763555852,4875.599374,NA,5/13/2020,May,13,NJ
New Mexico,2020-05-13T03:32:30Z,34.8405,-106.2485,5212,219,11,1300,3693,35,312.5575326,106721,886,4.201841903,6399.933315,16.99923254,5/13/2020,May,13,NM
New York,2020-05-13T03:32:30Z,42.1657,-74.9481,338485,27284,296,58679,252522,36,2007.499544,1225113,73143,8.06062307,7265.946169,21.60893393,5/13/2020,May,13,NY
North Carolina,2020-05-13T03:32:30Z,35.6301,-79.8064,15622,600,25,9115,5907,37,157.5135803,202244,NA,3.840737422,2039.186822,NA,5/13/2020,May,13,NC
North Dakota,2020-05-13T03:32:30Z,47.5289,-99.784,1571,38,2,877,656,38,259.062231,47832,122,2.418841502,7887.628665,7.765754297,5/13/2020,May,13,ND
Ohio,2020-05-13T03:32:30Z,40.3888,-82.7649,25250,1436,79,NA,23814,39,225.9738354,217731,4539,5.687128713,1948.57462,17.97623762,5/13/2020,May,13,OH
Oklahoma,2020-05-13T03:32:30Z,35.5653,-96.9289,4732,278,4,3423,1031,40,129.3732506,96111,828,5.874894336,2627.682267,17.49788673,5/13/2020,May,13,OK
Oregon,2020-05-13T03:32:30Z,44.572,-122.0709,3358,130,0,1125,2103,41,83.80179652,77606,673,3.871351995,1936.724902,20.04169148,5/13/2020,May,13,OR
Pennsylvania,2020-05-13T03:32:30Z,40.5908,-77.2098,61310,3914,82,NA,57396,42,487.0706225,295980,NA,6.383950416,2351.380898,NA,5/13/2020,May,13,PA
Rhode Island,2020-05-13T03:32:30Z,41.6809,-71.5118,11614,444,14,863,10307,44,1096.321273,95239,1307,3.822972275,8990.230903,11.25365938,5/13/2020,May,13,RI
South Carolina,2020-05-13T03:32:30Z,33.8569,-80.945,7927,355,9,6817,755,45,157.2825262,93140,1338,4.478365081,1848.02504,16.87902107,5/13/2020,May,13,SC
South Dakota,2020-05-13T03:32:30Z,44.2998,-99.4388,3663,39,5,2309,1315,46,497.7632587,25197,271,1.064701065,3424.007871,7.398307398,5/13/2020,May,13,SD
Tennessee,2020-05-13T03:32:30Z,35.7478,-86.6923,16111,266,15,8336,7509,47,245.4101179,283824,1363,1.651045869,4323.336932,8.460058345,5/13/2020,May,13,TN
Texas,2020-05-13T03:32:30Z,31.0545,-97.5635,41432,1146,29,21713,18573,48,180.260132,525697,NA,2.765977988,2287.174421,NA,5/13/2020,May,13,TX
Utah,2020-05-13T03:32:30Z,40.15,-111.8624,6432,73,5,3267,3092,49,224.4335252,153485,535,1.134950249,5355.593845,8.31778607,5/13/2020,May,13,UT
Vermont,2020-05-13T03:32:30Z,44.0459,-72.7107,927,53,0,787,87,50,151.8201218,21262,NA,5.717367853,3482.200032,NA,5/13/2020,May,13,VT
Virginia,2020-05-13T03:32:30Z,37.7693,-78.17,25800,892,42,3400,21508,51,326.283667,155329,4929,3.457364341,1964.392082,19.10465116,5/13/2020,May,13,VA
Washington,2020-05-13T03:32:30Z,47.4009,-121.4905,17330,962,17,NA,16368,53,229.5545754,252108,NA,5.551067513,3339.442867,NA,5/13/2020,May,13,WA
West Virginia,2020-05-13T03:32:30Z,38.4912,-80.9545,1378,58,4,803,517,54,104.1573759,65069,NA,4.208998549,4918.299196,NA,5/13/2020,May,13,WV
Wisconsin,2020-05-13T03:32:30Z,44.2685,-89.6165,10611,418,9,5371,4822,55,205.0604775,123359,1877,3.939308265,2383.946418,17.68919046,5/13/2020,May,13,WI
Wyoming,2020-05-13T03:32:30Z,42.756,-107.3025,675,7,0,477,191,56,135.7493363,15059,67,1.037037037,3028.517416,9.925925926,5/13/2020,May,13,WY
Alabama,2020-05-14T03:32:32Z,32.3182,-86.9023,10700,450,15,NA,10250,1,228.1986574,136372,1317,4.205607477,2908.402552,12.30841121,5/14/2020,May,14,AL
Alaska,2020-05-14T03:32:32Z,61.3707,-152.4044,383,10,0,338,35,2,64.07371656,30649,NA,2.610966057,5127.402973,NA,5/14/2020,May,14,AK
Arizona,2020-05-14T03:32:32Z,33.7298,-111.4312,12216,595,33,2979,8642,4,167.8317758,127750,1590,4.870661428,1755.117008,13.01571709,5/14/2020,May,14,AZ
Arkansas,2020-05-14T03:32:32Z,34.9697,-92.3731,4236,97,2,3220,919,5,163.6135892,73215,497,2.289896128,2827.896349,11.73276676,5/14/2020,May,14,AR
California,2020-05-14T03:32:32Z,36.1162,-119.6816,72798,2957,78,NA,69841,6,185.6683556,1065592,NA,4.061924778,2717.749311,NA,5/14/2020,May,14,CA
Colorado,2020-05-14T03:32:32Z,39.0598,-105.3111,20475,1062,52,3171,16242,8,361.314199,111250,3695,5.186813187,1963.184598,18.04639805,5/14/2020,May,14,CO
Connecticut,2020-05-14T03:32:32Z,41.5978,-72.7554,34855,3125,84,5413,26317,9,977.6211564,142943,9389,8.965715105,4009.29855,26.93731172,5/14/2020,May,14,CT
Delaware,2020-05-14T03:32:32Z,39.3185,-75.5071,6952,247,10,2942,3763,10,713.9306855,34753,NA,3.552934407,3568.934567,NA,5/14/2020,May,14,DE
District of Columbia,2020-05-14T03:32:32Z,38.8974,-77.0268,6584,350,14,934,5300,11,932.9095755,31658,NA,5.315917375,4485.730763,NA,5/14/2020,May,14,DC
Florida,2020-05-14T03:32:32Z,27.7663,-81.6868,42402,1827,48,NA,40575,12,199.7022881,594763,7835,4.308759021,2801.177585,18.47790199,5/14/2020,May,14,FL
Georgia,2020-05-14T03:32:32Z,33.0406,-83.6431,35427,1517,19,NA,33910,13,349.399614,273904,6259,4.282044768,2701.38459,17.66731589,5/14/2020,May,14,GA
Hawaii,2020-05-14T03:32:32Z,21.0943,-157.4983,638,17,0,563,58,15,45.06330759,38365,81,2.664576803,2709.802188,12.69592476,5/14/2020,May,14,HI
Idaho,2020-05-14T03:32:32Z,44.2405,-114.4788,2293,69,0,1536,688,16,142.3784087,33128,214,3.009158308,2057.004763,9.332751853,5/14/2020,May,14,ID
Illinois,2020-05-14T03:32:32Z,40.3495,-88.9861,84694,3792,191,NA,80902,17,721.6811881,489359,NA,4.477294732,4169.848921,NA,5/14/2020,May,14,IL
Indiana,2020-05-14T03:32:32Z,39.8494,-86.2583,25473,1619,41,NA,23854,18,389.2576919,154083,4389,6.355749225,2354.57123,17.23000824,5/14/2020,May,14,IN
Iowa,2020-05-14T03:32:32Z,42.0115,-93.2105,13289,306,17,5954,7029,19,507.0757462,85719,NA,2.302656332,3270.827443,NA,5/14/2020,May,14,IA
Kansas,2020-05-14T03:32:32Z,38.5266,-96.7265,7518,188,4,422,6908,20,308.3058026,57628,704,2.50066507,2363.26773,9.364192604,5/14/2020,May,14,KS
Kentucky,2020-05-14T03:32:32Z,37.6681,-84.6701,6853,321,0,2546,3986,21,200.1867787,110634,1825,4.684079965,3231.791051,26.6306727,5/14/2020,May,14,KY
Louisiana,2020-05-14T03:32:32Z,31.1695,-91.8678,32662,2381,34,22608,7673,22,710.465742,237904,NA,7.289816913,5174.901779,NA,5/14/2020,May,14,LA
Maine,2020-05-14T03:32:32Z,44.6939,-69.3819,1515,66,1,943,506,23,129.0453371,23607,204,4.356435644,2010.807441,13.46534653,5/14/2020,May,14,ME
Maryland,2020-05-14T03:32:32Z,39.0639,-76.8021,34812,1809,53,2456,30547,24,585.7317483,173574,6404,5.196483971,2920.481514,18.39595542,5/14/2020,May,14,MD
Massachusetts,2020-05-14T03:32:32Z,42.2302,-71.5301,80497,5315,174,NA,75182,25,1172.780797,410032,8032,6.602730537,5973.858106,9.978011603,5/14/2020,May,14,MA
Michigan,2020-05-14T03:32:32Z,43.3266,-84.5361,48391,4714,40,22686,20991,26,607.373251,308260,NA,9.741480854,3869.084713,NA,5/14/2020,May,14,MI
Minnesota,2020-05-14T03:32:32Z,45.6945,-93.9002,12917,638,24,8149,4130,27,261.136986,122035,1851,4.939227375,2467.124881,14.32995278,5/14/2020,May,14,MN
Mississippi,2020-05-14T03:32:32Z,32.7416,-89.6787,10090,465,8,6268,3357,28,348.5071529,100048,1616,4.60852329,3455.643571,16.01585728,5/14/2020,May,14,MS
Missouri,2020-05-14T03:32:32Z,38.4561,-92.2884,10404,551,22,NA,9853,29,177.5591454,124142,NA,5.296039985,2118.660845,NA,5/14/2020,May,14,MO
Montana,2020-05-14T03:32:32Z,46.9219,-110.4544,462,16,0,430,16,30,53.34953065,23852,63,3.463203463,2754.313864,13.63636364,5/14/2020,May,14,MT
Nebraska,2020-05-14T03:32:32Z,41.1254,-98.2681,8912,103,3,NA,8809,31,584.2892284,49725,NA,1.155745063,3260.074269,NA,5/14/2020,May,14,NE
Nevada,2020-05-14T03:32:32Z,38.3135,-117.0554,6476,331,10,198,5947,32,214.6718746,66672,NA,5.111179741,2210.099324,NA,5/14/2020,May,14,NV
New Hampshire,2020-05-14T03:32:32Z,43.4525,-71.5639,3299,150,8,1234,1915,33,248.3909926,37216,319,4.546832373,2802.097357,9.669596848,5/14/2020,May,14,NH
New Jersey,2020-05-14T03:32:32Z,40.2989,-74.521,141560,9714,183,15642,116204,34,1593.751091,441450,NA,6.86210794,4970.05806,NA,5/14/2020,May,14,NJ
New Mexico,2020-05-14T03:32:32Z,34.8405,-106.2485,5364,231,12,1434,3699,35,321.6727945,110289,886,4.306487696,6613.902094,16.51752424,5/14/2020,May,14,NM
New York,2020-05-14T03:32:32Z,42.1657,-74.9481,340661,27477,193,59193,253991,36,2020.405047,1258907,73963,8.065789744,7466.372893,21.7116136,5/14/2020,May,14,NY
North Carolina,2020-05-14T03:32:32Z,35.6301,-79.8064,16352,625,25,9115,6612,37,164.874028,210457,NA,3.822162427,2121.9969,NA,5/14/2020,May,14,NC
North Dakota,2020-05-14T03:32:32Z,47.5289,-99.784,1647,40,2,969,638,38,271.5948405,48945,127,2.428658166,8071.165434,7.710989678,5/14/2020,May,14,ND
Ohio,2020-05-14T03:32:32Z,40.3888,-82.7649,25721,1483,47,NA,24238,39,230.1890305,225854,4618,5.76571673,2021.271074,17.95420085,5/14/2020,May,14,OH
Oklahoma,2020-05-14T03:32:32Z,35.5653,-96.9289,4858,278,0,3559,1021,40,132.8181004,109127,848,5.722519555,2983.540726,17.4557431,5/14/2020,May,14,OK
Oregon,2020-05-14T03:32:32Z,44.572,-122.0709,3416,134,4,1406,1876,41,85.24923672,83987,678,3.922716628,2095.96828,19.84777518,5/14/2020,May,14,OR
Pennsylvania,2020-05-14T03:32:32Z,40.5908,-77.2098,62101,4094,180,NA,58007,42,493.354636,302869,NA,6.592486433,2406.109809,NA,5/14/2020,May,14,PA
Rhode Island,2020-05-14T03:32:32Z,41.6809,-71.5118,11835,462,18,886,10487,44,1117.182906,97922,1328,3.903675539,9243.496787,11.2209548,5/14/2020,May,14,RI
South Carolina,2020-05-14T03:32:32Z,33.8569,-80.945,8030,362,7,6817,851,45,159.3261871,93140,1338,4.508094645,1848.02504,16.66251557,5/14/2020,May,14,SC
South Dakota,2020-05-14T03:32:32Z,44.2998,-99.4388,3732,39,0,2367,1326,46,507.1396346,25844,281,1.045016077,3511.928381,7.529474812,5/14/2020,May,14,SD
Tennessee,2020-05-14T03:32:32Z,35.7478,-86.6923,16370,273,7,8624,7473,47,249.3553243,292917,1388,1.667684789,4461.845665,8.478924863,5/14/2020,May,14,TN
Texas,2020-05-14T03:32:32Z,31.0545,-97.5635,43020,1172,26,23519,18329,48,187.1691176,587431,NA,2.724314272,2555.76341,NA,5/14/2020,May,14,TX
Utah,2020-05-14T03:32:32Z,40.15,-111.8624,6620,75,2,3406,3139,49,230.9934603,156786,553,1.132930514,5470.776536,8.35347432,5/14/2020,May,14,UT
Vermont,2020-05-14T03:32:32Z,44.0459,-72.7107,929,53,0,789,87,50,152.1476733,21676,NA,5.705059203,3550.003194,NA,5/14/2020,May,14,VT
Virginia,2020-05-14T03:32:32Z,37.7693,-78.17,26746,928,36,3554,22264,51,338.2474014,161392,5080,3.469677709,2041.068743,18.99349435,5/14/2020,May,14,VA
Washington,2020-05-14T03:32:32Z,47.4009,-121.4905,17512,974,12,NA,16538,53,231.965362,256321,NA,5.561900411,3395.248604,NA,5/14/2020,May,14,WA
West Virginia,2020-05-14T03:32:32Z,38.4912,-80.9545,1398,58,0,813,527,54,105.669094,66680,NA,4.148783977,5040.068088,NA,5/14/2020,May,14,WV
Wisconsin,2020-05-14T03:32:32Z,44.2685,-89.6165,10902,421,3,5673,4808,55,210.6841321,128013,1908,3.861676757,2473.886241,17.50137589,5/14/2020,May,14,WI
Wyoming,2020-05-14T03:32:32Z,42.756,-107.3025,688,7,0,477,204,56,138.363768,15059,67,1.01744186,3028.517416,9.738372093,5/14/2020,May,14,WY
Alabama,2020-05-15T02:33:07Z,32.3182,-86.9023,11101,473,23,NA,10628,1,226.4038579,141985,1350,4.260877398,2895.77081,12.16106657,5/15/2020,May,15,AL
Alaska,2020-05-15T02:33:07Z,61.3707,-152.4044,383,10,0,339,34,2,52.35494741,31762,NA,2.610966057,4341.769816,NA,5/15/2020,May,15,AK
Arizona,2020-05-15T02:33:07Z,33.7298,-111.4312,12674,624,29,3074,8976,4,174.1240936,134338,1636,4.923465362,1845.627464,12.90831624,5/15/2020,May,15,AZ
Arkansas,2020-05-15T02:33:07Z,34.9697,-92.3731,4366,98,1,3277,991,5,144.674737,75818,509,2.244617499,2512.356667,11.65826844,5/15/2020,May,15,AR
California,2020-05-15T02:33:07Z,36.1162,-119.6816,74871,3052,95,NA,71819,6,189.4881996,1104651,NA,4.076344646,2795.719694,NA,5/15/2020,May,15,CA
Colorado,2020-05-15T02:33:07Z,39.0598,-105.3111,20838,1086,24,3217,16535,8,361.8502394,114519,3735,5.211632594,1988.613474,17.92398503,5/15/2020,May,15,CO
Connecticut,2020-05-15T02:33:07Z,41.5978,-72.7554,35464,3219,94,6264,25981,9,994.7025303,149562,10946,9.076810286,4194.949803,30.86510264,5/15/2020,May,15,CT
Delaware,2020-05-15T02:33:07Z,39.3185,-75.5071,7223,260,13,3080,3883,10,741.7608373,36857,NA,3.599612349,3785.003348,NA,5/15/2020,May,15,DE
District of Columbia,2020-05-15T02:33:07Z,38.8974,-77.0268,6736,358,8,966,5412,11,954.4469776,32999,NA,5.314726841,4675.741659,NA,5/15/2020,May,15,DC
Florida,2020-05-15T02:33:07Z,27.7663,-81.6868,43210,1875,48,NA,41335,12,201.185069,608837,7993,4.339273316,2834.735335,18.49803286,5/15/2020,May,15,FL
Georgia,2020-05-15T02:33:07Z,33.0406,-83.6431,35977,1545,28,NA,34432,13,338.8487018,285881,6345,4.294410318,2692.564853,17.63626762,5/15/2020,May,15,GA
Hawaii,2020-05-15T02:33:07Z,21.0943,-157.4983,637,17,0,563,57,15,44.98994259,38881,81,2.668759812,2746.081567,12.71585557,5/15/2020,May,15,HI
Idaho,2020-05-15T02:33:07Z,44.2405,-114.4788,2351,72,3,1557,722,16,131.5564907,33754,212,3.062526584,1888.795315,9.017439387,5/15/2020,May,15,ID
Illinois,2020-05-15T02:33:07Z,40.3495,-88.9861,87937,3928,136,NA,84009,17,693.9570879,512037,NA,4.466834211,4040.753101,NA,5/15/2020,May,15,IL
Indiana,2020-05-15T02:33:07Z,39.8494,-86.2583,26053,1646,27,NA,24407,18,386.9897875,160239,4389,6.317890454,2380.181037,16.84642843,5/15/2020,May,15,IN
Iowa,2020-05-15T02:33:07Z,42.0115,-93.2105,13675,318,12,6231,7126,19,433.4293692,89294,NA,2.325411335,2830.174925,NA,5/15/2020,May,15,IA
Kansas,2020-05-15T02:33:07Z,38.5266,-96.7265,7705,189,1,422,7094,20,264.4754393,57628,704,2.452952628,1978.09093,9.136924075,5/15/2020,May,15,KS
Kentucky,2020-05-15T02:33:07Z,37.6681,-84.6701,7225,328,7,2649,4248,21,161.7172967,117395,1835,4.539792388,2627.654262,25.39792388,5/15/2020,May,15,KY
Louisiana,2020-05-15T02:33:07Z,31.1695,-91.8678,33489,2417,36,22608,8464,22,720.3803825,247588,NA,7.217295231,5325.854404,NA,5/15/2020,May,15,LA
Maine,2020-05-15T02:33:07Z,44.6939,-69.3819,1565,69,3,958,538,23,116.4250877,23657,207,4.408945687,1759.915847,13.22683706,5/15/2020,May,15,ME
Maryland,2020-05-15T02:33:07Z,39.0639,-76.8021,35903,1866,57,2569,31468,24,593.8620635,178454,6553,5.19733727,2951.760596,18.25195666,5/15/2020,May,15,MD
Massachusetts,2020-05-15T02:33:07Z,42.2302,-71.5301,82182,5482,167,NA,76700,25,1192.33898,410032,8032,6.670560463,5948.956424,9.773429705,5/15/2020,May,15,MA
Michigan,2020-05-15T02:33:07Z,43.3266,-84.5361,49582,4787,73,22686,22109,26,496.4725138,335883,NA,9.654713404,3363.25032,NA,5/15/2020,May,15,MI
Minnesota,2020-05-15T02:33:07Z,45.6945,-93.9002,13435,672,34,8473,4290,27,238.2247636,128752,1915,5.001860811,2282.98584,14.25381466,5/15/2020,May,15,MN
Mississippi,2020-05-15T02:33:07Z,32.7416,-89.6787,10483,480,15,6268,3735,28,352.2337087,105326,1667,4.578841935,3539.00292,15.90193647,5/15/2020,May,15,MS
Missouri,2020-05-15T02:33:07Z,38.4561,-92.2884,10594,566,15,NA,10028,29,172.6130229,127110,NA,5.342646781,2071.062993,NA,5/15/2020,May,15,MO
Montana,2020-05-15T02:33:07Z,46.9219,-110.4544,462,16,0,431,15,30,43.22693768,24549,63,3.463203463,2296.922279,13.63636364,5/15/2020,May,15,MT
Nebraska,2020-05-15T02:33:07Z,41.1254,-98.2681,9260,103,0,NA,9157,31,478.6994264,53341,NA,1.112311015,2757.48446,NA,5/15/2020,May,15,NE
Nevada,2020-05-15T02:33:07Z,38.3135,-117.0554,6504,333,2,244,5927,32,211.1581361,69484,NA,5.119926199,2255.859768,NA,5/15/2020,May,15,NV
New Hampshire,2020-05-15T02:33:07Z,43.4525,-71.5639,3382,151,1,1236,1995,33,248.7293256,39175,326,4.46481372,2881.126945,9.639266706,5/15/2020,May,15,NH
New Jersey,2020-05-15T02:33:07Z,40.2989,-74.521,142704,9946,232,15642,117116,34,1606.630797,451696,NA,6.969671488,5085.412494,NA,5/15/2020,May,15,NJ
New Mexico,2020-05-15T02:33:07Z,34.8405,-106.2485,5503,242,11,1515,3746,35,262.4439094,115011,886,4.397601308,5484.996631,16.10030892,5/15/2020,May,15,NM
New York,2020-05-15T02:33:07Z,42.1657,-74.9481,343051,27641,164,59758,255652,36,1763.435496,1298757,74433,8.057402544,6676.191572,21.69735695,5/15/2020,May,15,NY
North Carolina,2020-05-15T02:33:07Z,35.6301,-79.8064,16968,641,16,9115,7212,37,161.7836013,219268,NA,3.777699198,2090.639244,NA,5/15/2020,May,15,NC
North Dakota,2020-05-15T02:33:07Z,47.5289,-99.784,1712,40,0,1007,665,38,224.6536371,50246,129,2.336448598,6593.426782,7.535046729,5/15/2020,May,15,ND
Ohio,2020-05-15T02:33:07Z,40.3888,-82.7649,26357,1534,51,NA,24823,39,225.4835702,233352,4718,5.820085746,1996.321359,17.90036802,5/15/2020,May,15,OH
Oklahoma,2020-05-15T02:33:07Z,35.5653,-96.9289,4963,284,6,3660,1019,40,125.4242197,112183,858,5.722345356,2835.072585,17.28793069,5/15/2020,May,15,OK
Oregon,2020-05-15T02:33:07Z,44.572,-122.0709,3479,137,3,1406,1936,41,82.48499136,84050,685,3.937913193,1992.774798,19.68956597,5/15/2020,May,15,OR
Pennsylvania,2020-05-15T02:33:07Z,40.5908,-77.2098,63105,4288,194,NA,58817,42,492.9312156,311195,NA,6.795024166,2430.833209,NA,5/15/2020,May,15,PA
Rhode Island,2020-05-15T02:33:07Z,41.6809,-71.5118,12016,468,6,903,10645,44,1134.268677,101601,1351,3.894806924,9590.781613,11.24334221,5/15/2020,May,15,RI
South Carolina,2020-05-15T02:33:07Z,33.8569,-80.945,8189,371,9,4914,2904,45,159.0494248,102535,1338,4.530467701,1991.468161,16.33899133,5/15/2020,May,15,SC
South Dakota,2020-05-15T02:33:07Z,44.2998,-99.4388,3792,43,4,2437,1312,46,428.6397358,26473,290,1.133966245,2992.452459,7.647679325,5/15/2020,May,15,SD
Tennessee,2020-05-15T02:33:07Z,35.7478,-86.6923,16699,287,14,8881,7531,47,244.5244476,302317,1435,1.718665788,4426.845765,8.593328942,5/15/2020,May,15,TN
Texas,2020-05-15T02:33:07Z,31.0545,-97.5635,44480,1235,63,24487,18758,48,153.4010986,623284,NA,2.776528777,2149.560484,NA,5/15/2020,May,15,TX
Utah,2020-05-15T02:33:07Z,40.15,-111.8624,6749,75,0,3566,3108,49,210.5142987,160119,558,1.111275745,4994.419765,8.267891539,5/15/2020,May,15,UT
Vermont,2020-05-15T02:33:07Z,44.0459,-72.7107,932,53,0,792,87,50,149.3616073,22505,NA,5.686695279,3606.634091,NA,5/15/2020,May,15,VT
Virginia,2020-05-15T02:33:07Z,37.7693,-78.17,27813,956,28,3678,23179,51,325.8501328,166830,5211,3.437241578,1954.538441,18.73584295,5/15/2020,May,15,VA
Washington,2020-05-15T02:33:07Z,47.4009,-121.4905,17773,983,9,NA,16790,53,233.3978954,261080,NA,5.530861419,3428.544564,NA,5/15/2020,May,15,WA
West Virginia,2020-05-15T02:33:07Z,38.4912,-80.9545,1427,60,2,870,497,54,79.62516468,68713,NA,4.204625088,3834.116286,NA,5/15/2020,May,15,WV
Wisconsin,2020-05-15T02:33:07Z,44.2685,-89.6165,11275,434,13,5994,4847,55,193.6475364,133873,1939,3.849223947,2299.261786,17.19733925,5/15/2020,May,15,WI
Wyoming,2020-05-15T02:33:07Z,42.756,-107.3025,701,7,0,480,214,56,121.1212266,15430,67,0.998573466,2666.049254,9.557774608,5/15/2020,May,15,WY
Alabama,2020-05-16T02:32:24Z,32.3182,-86.9023,11373,483,10,NA,10890,1,231.9512725,146063,1377,4.246900554,2978.941239,12.10762332,5/16/2020,May,16,AL
Alaska,2020-05-16T02:32:24Z,61.3707,-152.4044,388,10,0,343,35,2,53.03843236,32418,NA,2.577319588,4431.443042,NA,5/16/2020,May,16,AK
Arizona,2020-05-16T02:32:24Z,33.7298,-111.4312,13169,651,27,3145,9373,4,180.9247426,142001,1629,4.943427747,1950.907007,12.36995975,5/16/2020,May,16,AZ
Arkansas,2020-05-16T02:32:24Z,34.9697,-92.3731,4463,98,0,3390,975,5,147.8889948,81529,520,2.1958324,2701.600236,11.65135559,5/16/2020,May,16,AR
California,2020-05-16T02:32:24Z,36.1162,-119.6816,76693,3136,84,NA,73557,6,194.099431,1133906,NA,4.08903029,2869.760074,NA,5/16/2020,May,16,CA
Colorado,2020-05-16T02:32:24Z,39.0598,-105.3111,21232,1150,64,3217,16865,8,368.6920185,118030,3789,5.416352675,2049.581714,17.8457046,5/16/2020,May,16,CO
Connecticut,2020-05-16T02:32:24Z,41.5978,-72.7554,36085,3285,66,6264,26536,9,1012.120483,155908,10946,9.103505612,4372.943889,30.33393377,5/16/2020,May,16,CT
Delaware,2020-05-16T02:32:24Z,39.3185,-75.5071,7373,271,11,3210,3892,10,757.1649804,38278,NA,3.675573037,3930.93193,NA,5/16/2020,May,16,DE
District of Columbia,2020-05-16T02:32:24Z,38.8974,-77.0268,6871,368,10,975,5528,11,973.5755913,34339,NA,5.3558434,4865.610862,NA,5/16/2020,May,16,DC
Florida,2020-05-16T02:32:24Z,27.7663,-81.6868,44138,1917,42,NA,42221,12,205.5058221,608837,7993,4.343196339,2834.735335,18.10911233,5/16/2020,May,16,FL
Georgia,2020-05-16T02:32:24Z,33.0406,-83.6431,36772,1588,43,NA,35184,13,346.3363944,301874,6438,4.318503209,2843.194625,17.50788644,5/16/2020,May,16,GA
Hawaii,2020-05-16T02:32:24Z,21.0943,-157.4983,638,17,0,564,57,15,45.06057045,38776,81,2.664576803,2738.665642,12.69592476,5/16/2020,May,16,HI
Idaho,2020-05-16T02:32:24Z,44.2405,-114.4788,2351,72,0,1573,706,16,131.5564907,34745,212,3.062526584,1944.24937,9.017439387,5/16/2020,May,16,ID
Illinois,2020-05-16T02:32:24Z,40.3495,-88.9861,90369,4059,131,NA,86310,17,713.1492782,538602,NA,4.491584504,4250.391479,NA,5/16/2020,May,16,IL
Indiana,2020-05-16T02:32:24Z,39.8494,-86.2583,26656,1691,45,NA,24965,18,395.9467153,165448,4389,6.343787515,2457.555228,16.46533613,5/16/2020,May,16,IN
Iowa,2020-05-16T02:32:24Z,42.0115,-93.2105,14049,336,18,6561,7152,19,445.2833059,93566,NA,2.391629297,2965.576041,NA,5/16/2020,May,16,IA
Kansas,2020-05-16T02:32:24Z,38.5266,-96.7265,7886,193,4,443,7250,20,270.6882952,61592,724,2.447375095,2114.155906,9.180826782,5/16/2020,May,16,KS
Kentucky,2020-05-16T02:32:24Z,37.6681,-84.6701,7444,332,4,2712,4400,21,166.6191774,121278,1887,4.459967759,2714.567516,25.34927458,5/16/2020,May,16,KY
Louisiana,2020-05-16T02:32:24Z,31.1695,-91.8678,33837,2448,31,22608,8781,22,727.866195,253189,NA,7.234683926,5446.337265,NA,5/16/2020,May,16,LA
Maine,2020-05-16T02:32:24Z,44.6939,-69.3819,1603,69,0,993,541,23,119.2520227,23695,211,4.304429195,1762.742782,13.16281971,5/16/2020,May,16,ME
Maryland,2020-05-16T02:32:24Z,39.0639,-76.8021,36986,1911,45,2685,32390,24,611.7756811,182826,6679,5.166819878,3024.076696,18.05818418,5/16/2020,May,16,MD
Massachusetts,2020-05-16T02:32:24Z,42.2302,-71.5301,83421,5592,110,NA,77829,25,1210.315034,435679,8314,6.703348078,6321.056371,9.966315436,5/16/2020,May,16,MA
Michigan,2020-05-16T02:32:24Z,43.3266,-84.5361,50079,4825,38,22686,22568,26,501.4490545,357496,NA,9.634777052,3579.664753,NA,5/16/2020,May,16,MI
Minnesota,2020-05-16T02:32:24Z,45.6945,-93.9002,14240,692,20,8820,4728,27,252.4987446,134669,1985,4.859550562,2387.904033,13.93960674,5/16/2020,May,16,MN
Mississippi,2020-05-16T02:32:24Z,32.7416,-89.6787,10801,493,13,6268,4040,28,362.9186576,106823,1712,4.564392186,3589.302821,15.85038422,5/16/2020,May,16,MS
Missouri,2020-05-16T02:32:24Z,38.4561,-92.2884,10766,581,15,NA,10185,29,175.4154998,134458,NA,5.396618986,2190.787411,NA,5/16/2020,May,16,MO
Montana,2020-05-16T02:32:24Z,46.9219,-110.4544,466,16,0,431,19,30,43.60119688,25418,63,3.433476395,2378.230091,13.5193133,5/16/2020,May,16,MT
Nebraska,2020-05-16T02:32:24Z,41.1254,-98.2681,9610,113,10,NA,9497,31,496.7928172,57215,NA,1.175858481,2957.752449,NA,5/16/2020,May,16,NE
Nevada,2020-05-16T02:32:24Z,38.3135,-117.0554,6733,343,10,272,6118,32,218.5928245,72146,NA,5.0943116,2342.283962,NA,5/16/2020,May,16,NV
New Hampshire,2020-05-16T02:32:24Z,43.4525,-71.5639,3453,151,0,1247,2055,33,253.9510234,42612,335,4.373008978,3133.901248,9.701708659,5/16/2020,May,16,NH
New Jersey,2020-05-16T02:32:24Z,40.2989,-74.521,143984,10148,202,15642,118194,34,1621.041658,462972,NA,7.048005334,5212.363167,NA,5/16/2020,May,16,NJ
New Mexico,2020-05-16T02:32:24Z,34.8405,-106.2485,5662,253,11,1576,3833,35,270.0267881,119601,886,4.468385729,5703.898601,15.64818085,5/16/2020,May,16,NM
